AAV;AAV2020;nom_aire_urbaine;categorie_taille;detail_taille;nombre_communes;categorie_desc;conso_enaf_total;conso_infra_total;conso_totale;evol_pop;pop14;pop20;surfcom2023;conso_act;conso_hab;conso_mix;conso_rou;conso_fer;conso_inc;densite_pop;taux_evol_pop;conso_enaf_par_hab;conso_par_nouvel_hab;coef_artif;part_act;part_hab;part_mix;part_rou;part_fer;part_inc;typologie
339;339;Revel;1;12;16;Petite;64826;2211;67037;412;17137;17549;217727424;2216;61687;923;2211;0;0;80.60077907319567;2.4041547528738985;3.693999658100177;157.34466019417476;0.00030789414933784365;3.305637185434909;92.01933260736608;1.3768515894207678;3.298178617778242;0.0;0.0;Dense, Faible conso, Croissance modérée
340;340;Lavelanet;1;12;28;Petite;19759;189;19948;-373;17541;17168;333810619;0;18759;1000;189;0;0;51.430359080338306;-2.12644661079756;1.1509203168685926;-52.97319034852547;5.9758434467298956e-05;0.0;94.03950270703831;5.013033888109083;0.9474634048526168;0.0;0.0;Dense, Faible conso, Croissance modérée
341;341;Bollène;1;12;2;Petite;59942;1229;61171;108;17430;17538;94866320;2640;56132;1170;1229;0;0;184.87066853652593;0.6196213425129088;3.4178355570760632;555.0185185185185;0.0006448126163215776;4.315770544866031;91.76243644864397;1.9126710369292639;2.0091219695607396;0.0;0.0;Dense, Faible conso, Croissance modérée
342;342;Crest;1;12;17;Petite;85131;1009;86140;1261;16648;17909;297152076;5909;77629;1495;1009;0;98;60.268803237302635;7.574483421432005;4.753531743815959;67.5107057890563;0.0002898852370797504;6.85976317622475;90.11957278848386;1.7355467843046206;1.1713489667982353;0.0;0.11376828418853029;Dense, Faible conso, Croissance modérée
343;343;Sisteron;1;12;21;Petite;75379;635;76014;436;16889;17325;572285303;15122;57237;3020;635;0;0;30.27336174663217;2.5815619634081353;4.350880230880231;172.88761467889907;0.00013282535756470404;19.893703791406846;75.2979714263162;3.9729523508827325;0.8353724313942169;0.0;0.0;Dense, Faible conso, Croissance modérée
344;344;Bourg-Saint-Maurice;1;12;9;Petite;69708;14529;84237;-126;17269;17143;589557127;26507;27054;11363;13874;655;4784;29.077758905626798;-0.7296311309282529;4.066266114449046;-553.2380952380952;0.00014288182797254185;31.467170008428603;32.11652836639482;13.489321794460865;16.470197181760984;0.7775680520436388;5.679214596911096;Dense, Faible conso, Croissance modérée
345;345;Pézenas;1;12;8;Petite;62593;2295;64888;-107;16723;16616;108389593;17238;45354;0;2295;0;1;153.29885037948245;-0.6398373497578186;3.7670317766008665;-584.981308411215;0.0005986552601964287;26.565774873628406;69.89582049069165;0.0;3.5368635186783384;0.0;0.0015411170016027616;Dense, Faible conso, Croissance modérée
346;346;Verneuil d'Avre et d'Iton;1;12;24;Petite;17188;0;17188;-795;16592;15797;390652833;0;17188;0;0;0;0;40.437438732205486;-4.791465766634523;1.088054693929227;-21.620125786163523;4.399814502305171e-05;0.0;100.0;0.0;0.0;0.0;0.0;Dense, Faible conso, Croissance modérée
347;347;Loudun;1;12;25;Petite;80899;1755;82654;9;16779;16788;438252055;5230;67255;0;1755;0;8414;38.30672282871554;0.05363847666726265;4.818858708601382;;0.00018859922972865468;6.327582452149927;81.36932271880369;0.0;2.1233092167348224;0.0;10.179785612311564;Dense, Faible conso, Croissance modérée
348;348;Le Blanc;1;12;23;Petite;46643;64;46707;-796;17196;16400;702961227;3046;42673;0;64;0;924;23.32987847706713;-4.628983484531286;2.8440853658536587;-58.596733668341706;6.644320939197404e-05;6.52150641231507;91.36317896675017;0.0;0.1370244288864624;0.0;1.9782901920483011;Dense, Faible conso, Croissance modérée
349;349;Sainte-Maxime;1;12;2;Petite;29365;110;29475;1112;16684;17796;120322606;0;28317;1048;110;0;0;147.90238170207186;6.665068328937905;1.6500899078444595;26.407374100719423;0.00024496643631538367;0.0;96.07124681933841;3.5555555555555554;0.37319762510602206;0.0;0.0;Dense, Faible conso, Croissance modérée
350;350;Gérardmer;1;12;13;Petite;70102;1575;71677;-700;17098;16398;269387560;4908;65130;64;1575;0;0;60.87140772201953;-4.094046087261668;4.275033540675692;-100.14571428571429;0.00026607390482322196;6.847384795680622;90.86596816273003;0.08928945128841888;2.1973575903009332;0.0;0.0;Dense, Faible conso, Croissance modérée
351;351;La Ferté Macé;1;12;17;Petite;134583;4678;139261;-803;17232;16429;289896897;3032;131550;0;4678;0;1;56.67187255198526;-4.659935004642525;8.191794996652261;-167.6002490660025;0.00048038113357246455;2.177206827467848;94.46291495824387;0.0;3.3591601381578475;0.0;0.0007180761304313483;Peu dense, Forte conso, Croissance modérée
352;352;Honfleur;1;12;11;Petite;370080;399;370479;-201;16271;16070;90437941;33952;334263;1865;399;0;0;177.69090961502542;-1.235326654784586;;-1841.1940298507463;;9.164352095530381;90.22454714032374;0.503402352090132;0.10769841205574406;0.0;0.0;
353;353;Crozon;1;12;7;Petite;57406;93;57499;-692;16752;16060;195831243;169;56837;400;93;0;0;82.00938600997391;-4.130850047755492;3.5744707347447076;-82.95664739884393;0.0002936150489531438;0.2939181550983495;98.84867562914138;0.695664272422129;0.161741943338145;0.0;0.0;Dense, Faible conso, Croissance modérée
354;354;Jonzac;1;12;35;Petite;50343;96;50439;4;16289;16293;351212193;8367;41976;0;96;0;0;46.39075842107793;0.024556449137454726;3.0898545387589764;;0.00014361403449338674;16.588354249687743;83.22131683816094;0.0;0.1903289121513115;0.0;0.0;Dense, Faible conso, Croissance modérée
355;355;Lesparre-Médoc;1;12;12;Petite;75714;35;75749;581;15677;16258;396025108;5295;66949;3470;35;0;0;41.05295263248814;3.7060662116476366;4.65703038504121;130.31669535283993;0.0001912732260400015;6.990191289653989;88.38268491993294;4.58091855998099;0.046205230432084916;0.0;0.0;Dense, Faible conso, Croissance modérée
356;356;Castelsarrasin;1;12;6;Petite;23425;345;23770;396;15837;16233;123386223;2493;20932;0;345;0;0;131.56250029632562;2.500473574540633;1.4430481118708802;59.1540404040404;0.00019264711587775889;10.488010096760622;88.0605805637358;0.0;1.4514093395035759;0.0;0.0;Dense, Faible conso, Croissance modérée
357;357;Belleville-en-Beaujolais;1;12;4;Petite;16574;719;17293;1017;15392;16409;50206403;2432;14142;0;719;0;0;326.8308227538228;6.607328482328483;1.010055457370955;16.296951819075712;0.00034443813869716977;14.0634938992656;81.77875440929856;0.0;4.157751691435841;0.0;0.0;Dense, Faible conso, Croissance modérée
358;358;Carentan-les-Marais;1;12;13;Petite;128712;8365;137077;202;15970;16172;300495342;11958;76124;14984;8365;0;25646;53.81780593457585;1.2648716343143396;7.958941380163245;637.1881188118812;0.00045617013258062415;8.723564128190725;55.533751103394444;10.931082530256717;6.10240959460741;0.0;18.709192643550704;Peu dense, Forte conso, Croissance modérée
359;359;Vaison-la-Romaine;1;12;14;Petite;89883;13399;103282;-410;15990;15580;211553538;11647;73774;4462;13399;0;0;73.6456603245274;-2.564102564102564;5.769127086007702;-219.22682926829268;0.00048820738701141456;11.276892391704266;71.42967796905559;4.320210685308186;12.973218953931953;0.0;0.0;Dense, Faible conso, Croissance modérée
360;360;Pineuilh;1;12;16;Petite;51246;31;51277;211;15630;15841;169698412;0;51246;0;31;0;0;93.34795660904594;1.3499680102367244;3.2350230414746544;242.87203791469193;0.0003021654675236442;0.0;99.93954404508844;0.0;0.06045595491155879;0.0;0.0;Dense, Faible conso, Croissance modérée
361;361;Nérac;1;12;17;Petite;67726;254;67980;-302;15735;15433;423130556;3507;61337;2664;254;0;218;36.47337631650502;-1.9192882109945981;4.388388518110542;-224.25827814569536;0.00016065963338275196;5.158870255957634;90.22800823771698;3.918799646954987;0.37363930567814063;0.0;0.32068255369226245;Dense, Faible conso, Croissance modérée
362;362;Doué-en-Anjou;1;12;7;Petite;48615;0;48615;110;15543;15653;258740234;39354;9261;0;0;0;0;60.49696932715923;0.7077140835102618;3.105794416405801;441.95454545454544;0.0001878911495457641;80.95032397408207;19.04967602591793;0.0;0.0;0.0;0.0;Dense, Faible conso, Croissance modérée
363;363;Prades;1;12;26;Petite;110415;4482;114897;479;14922;15401;439852462;39005;70071;1339;4482;0;0;35.01401340343072;3.2100254657552605;7.169339653269268;230.51148225469728;0.0002612171351220037;33.947796722281694;60.98592652549675;1.1653916116173617;3.9008851406041933;0.0;0.0;Peu dense, Forte conso, Croissance modérée
364;364;La Tour-du-Pin;1;12;4;Petite;24859;1054;25913;627;14996;15623;37750836;155;24704;0;1054;0;0;413.84513974736876;4.181114963990398;1.5911796709978878;39.6475279106858;0.0006864218848027631;0.5981553660324933;95.33438814494654;0.0;4.067456489020955;0.0;0.0;Dense, Faible conso, Croissance modérée
365;365;Châtillon-sur-Seine;1;12;60;Petite;27572;0;27572;-685;15696;15011;1025870945;23905;3667;0;0;0;0;14.63244482472403;-4.364169215086646;1.836786356671774;-40.25109489051095;2.6876675018805607e-05;86.7002756419556;13.299724358044394;0.0;0.0;0.0;0.0;Dense, Faible conso, Croissance modérée
366;366;Tonneins;1;12;11;Petite;40489;910;41399;86;15271;15357;180194114;5677;34812;0;910;0;0;85.22475933925344;0.5631589286883636;2.6365175490004558;470.80232558139534;0.00022974668306868226;13.712891615739512;84.08898765670668;0.0;2.1981207275538055;0.0;0.0;Dense, Faible conso, Croissance modérée
367;367;Graulhet;1;12;7;Petite;31763;181;31944;922;14665;15587;136936585;1457;30306;0;181;0;0;113.82641096241738;6.28707807705421;2.037787900173221;34.450108459869845;0.00023327586269220895;4.561106937139995;94.87227648384673;0.0;0.5666165790132732;0.0;0.0;Dense, Faible conso, Croissance modérée
368;368;Wissembourg (partie française);1;12;11;Petite;24110;4754;28864;-456;15389;14933;135071899;1464;20966;1680;4754;0;0;110.55593436203928;-2.963155500682306;1.6145449675215964;-52.87280701754386;0.0002136935973632828;5.072062084257206;72.63719512195121;5.82039911308204;16.470343680709533;0.0;0.0;Dense, Faible conso, Croissance modérée
369;369;Surgères;1;12;9;Petite;30490;207;30697;221;14915;15136;209843777;14753;13052;2126;207;0;559;72.12984924494569;1.4817298022125378;2.0144027484143763;137.96380090497738;0.00014628501468499588;48.06007101671173;42.518812913314;6.925758217415383;0.6743329967097762;0.0;1.8210248558491058;Dense, Faible conso, Croissance modérée
370;370;Decize;1;12;13;Petite;73993;367;74360;-996;15317;14321;353262831;645;73348;0;367;0;0;40.53922106512247;-6.502578833975321;5.166748132113679;-74.29016064257029;0.0002104948312549757;0.8674018289402905;98.63905325443787;0.0;0.49354491662183975;0.0;0.0;Dense, Faible conso, Croissance modérée
371;371;Bormes-les-Mimosas;1;12;3;Petite;190656;1143;191799;984;13804;14788;134157382;34627;153755;2274;1143;0;0;110.22874611551379;7.128368588814836;12.89261563429808;193.7560975609756;0.0014296566997707215;18.053795900917105;80.16465153624367;1.1856161919509487;0.5959363708882737;0.0;0.0;Peu dense, Forte conso, Croissance modérée
372;372;Commercy;1;12;19;Petite;4427;1;4428;-818;15076;14258;309535860;0;4427;0;1;0;0;46.06251437232507;-5.425842398514194;0.3104923551690279;-5.4119804400978;1.4305289215924772e-05;0.0;99.97741644083108;0.0;0.022583559168925023;0.0;0.0;Dense, Faible conso, Croissance modérée
373;373;Barbezieux-Saint-Hilaire;1;12;25;Petite;192801;1582;194383;-156;14744;14588;373917859;38654;118714;19595;1582;0;15838;39.0139161553126;-1.0580575149213238;13.216410748560461;-1235.9038461538462;0.0005198548165628003;19.88548381288487;61.07221310505548;10.08061404546694;0.8138571788685224;0.0;8.147831857724183;Peu dense, Forte conso, Croissance modérée
374;374;Tarare;1;12;6;Petite;41020;772;41792;-134;14821;14687;108840622;7595;33425;0;772;0;0;134.94042692993798;-0.9041225288442076;2.7929461428474163;-306.1194029850746;0.0003839742848952113;18.17333460949464;79.97942189892802;0.0;1.8472434915773353;0.0;0.0;Dense, Faible conso, Croissance modérée
375;375;Saint-Vallier;1;12;9;Petite;56440;1235;57675;431;14380;14811;92193005;19056;37384;0;1235;0;0;160.65210153416737;2.9972183588317107;3.810681250421984;130.95127610208817;0.000625589761392418;33.04031209362809;64.81837884698743;0.0;2.141309059384482;0.0;0.0;Dense, Faible conso, Croissance modérée
376;376;Pont-Saint-Esprit;1;12;5;Petite;54887;3528;58415;592;14158;14750;79944654;26794;28093;0;3528;0;0;184.502643541368;4.181381551066535;3.7211525423728813;92.71452702702703;0.0007306930116928144;45.86835573054866;48.09209963194385;0.0;6.03954463750749;0.0;0.0;Dense, Faible conso, Croissance modérée
377;377;Montpon-Ménestérol;1;12;13;Petite;140352;405;140757;448;14229;14677;326253038;29;133679;6644;405;0;0;44.98655427079885;3.1484995431864506;9.562717176534715;313.2857142857143;0.0004314350629893598;0.0206028829827291;94.97147566373253;4.720191535767315;0.28772991751742366;0.0;0.0;Peu dense, Forte conso, Croissance modérée
378;378;Hesdin;1;12;28;Petite;40788;511;41299;-348;14477;14129;171544381;9631;31157;0;511;0;0;82.36352550655683;-2.403812944670857;2.8868285087408876;-117.20689655172414;0.00024074819448618372;23.320177244001066;75.4425046611298;0.0;1.2373180948691251;0.0;0.0;Dense, Faible conso, Croissance modérée
379;379;Maîche;1;12;23;Petite;19857;1467;21324;288;14076;14364;209170621;3039;16785;0;1467;0;33;68.67121171859024;2.0460358056265986;1.3824143692564745;68.94791666666667;0.0001019454830609314;14.251547552054022;78.71412492965672;0.0;6.8795723128868875;0.0;0.15475520540236354;Dense, Faible conso, Croissance modérée
380;380;Avesnes-sur-Helpe;1;12;14;Petite;26691;0;26691;-866;14480;13614;155711904;1047;24230;1414;0;0;0;87.43069508674172;-5.980662983425415;1.9605553107095637;-30.821016166281755;0.00017141271357134006;3.922670563111161;90.77966355700423;5.2976658798846055;0.0;0.0;0.0;Dense, Faible conso, Croissance modérée
381;381;Montval-sur-Loir;1;12;12;Petite;39813;165;39978;-679;14495;13816;268869056;47;39766;0;165;0;0;51.385608316339685;-4.6843739220420835;2.881658946149392;-58.63475699558174;0.0001486894795360906;0.11756466056330982;99.46970833958677;0.0;0.4127269998499174;0.0;0.0;Dense, Faible conso, Croissance modérée
382;382;Montmorillon;1;12;18;Petite;77043;21;77064;-446;14450;14004;732444974;3634;50930;0;21;0;22479;19.11952501158128;-3.0865051903114185;5.501499571550985;-172.7421524663677;0.00010521472975524848;4.7155610920793105;66.08792691788643;0.0;0.027250077857365305;0.0;29.169261912176893;Dense, Faible conso, Croissance modérée
383;383;Clamecy;1;12;45;Petite;14079;0;14079;-1039;14620;13581;634809841;0;14079;0;0;0;0;21.393808228628263;-7.106703146374829;1.0366688756350784;-13.550529355149182;2.2178295121924552e-05;0.0;100.0;0.0;0.0;0.0;0.0;Dense, Faible conso, Croissance modérée
384;384;Saint-Gervais-les-Bains;1;12;7;Petite;105494;12206;117700;-324;14369;14045;219852932;11433;90539;3522;12206;0;0;63.8836147065803;-2.2548542000139187;7.5111427554289785;-325.5987654320988;0.0005353578818771451;9.713678844519965;76.92353440951571;2.9923534409515717;10.370433305012744;0.0;0.0;Peu dense, Forte conso, Croissance modérée
385;385;Fumel;1;12;10;Petite;34163;11;34174;-505;14348;13843;164796855;3466;30697;0;11;0;0;84.00038944917972;-3.5196543072205184;2.467889908256881;-67.64950495049504;0.0002073704622579114;10.142213378591912;89.82559840814655;0.0;0.03218821326154386;0.0;0.0;Dense, Faible conso, Croissance modérée
386;386;Ruffec;1;12;30;Petite;100992;1040;102032;-375;14165;13790;388871329;7616;85864;0;1040;0;7512;35.46160123314208;-2.647370278856336;7.32356780275562;-269.312;0.000262379847499634;7.4643249176728865;84.15399090481418;0.0;1.0192880664889448;0.0;7.362396111023993;Peu dense, Forte conso, Croissance modérée
387;387;Essarts-en-Bocage;1;12;6;Petite;64547;11298;75845;1012;13482;14494;203260079;43692;20855;0;11298;0;0;71.30765702398453;7.506304702566386;4.4533600110390505;63.78162055335969;0.0003731426277759146;57.60696156635243;27.496868613619885;0.0;14.896169820027689;0.0;0.0;Dense, Faible conso, Croissance modérée
388;388;Saint-Yrieix-la-Perche;1;12;11;Petite;258634;530;259164;-266;14083;13817;463037818;83274;171744;0;530;0;3616;29.83989528043258;-1.8888021018248953;18.718535137873634;-972.3082706766917;0.0005597037432480299;32.131777561698385;66.26846321248323;0.0;0.20450371193529968;0.0;1.395255513883101;Peu dense, Forte conso, Croissance modérée
389;389;Bar-sur-Aube;1;12;43;Petite;15921;0;15921;-1021;14160;13139;515995991;11745;3439;0;0;0;737;25.463376129214925;-7.210451977401131;1.211736052972068;-15.593535749265426;3.0854890886158064e-05;73.77049180327869;21.600401984799948;0.0;0.0;0.0;4.6291062119213615;Dense, Faible conso, Croissance modérée
390;390;Yssingeaux;1;12;9;Petite;211223;1334;212557;531;13503;14034;254037366;3766;188467;7490;1334;0;11500;55.24384156935402;3.9324594534547876;15.050805187402023;397.7834274952919;0.0008367154932633021;1.7717600455407256;88.66656943784491;3.5237606853691013;0.6275963623875008;0.0;5.410313468857765;Peu dense, Forte conso, Croissance modérée
391;391;Blaye;1;12;13;Petite;8723;117;8840;494;13519;14013;139452490;0;8723;0;117;0;0;100.48583571365415;3.6541164287299357;0.6224933989866552;17.657894736842106;6.339076484041267e-05;0.0;98.6764705882353;0.0;1.3235294117647058;0.0;0.0;Dense, Faible conso, Croissance modérée
392;392;Semur-en-Auxois;1;12;54;Petite;81379;0;81379;-169;13735;13566;543622094;3247;54025;3582;0;0;20525;24.954835628884506;-1.2304331998543865;5.998746867167919;-481.5325443786982;0.0001496977420494613;3.9899728431167745;66.38690571277603;4.401626955357033;0.0;0.0;25.221494488750167;Dense, Faible conso, Croissance modérée
393;393;Saint-Chély-d'Apcher;1;12;22;Petite;135295;2374;137669;-44;13765;13721;628709294;82952;41746;464;2374;0;10133;21.824076931810076;-0.31965128950236105;9.860432913052984;-3074.8863636363635;0.00021897083646420535;60.254668807066224;30.323456987411834;0.337040292295288;1.7244259782521847;0.0;7.360407934974468;Peu dense, Forte conso, Croissance modérée
394;394;Auray;1;12;1;Petite;0;0;0;758;13397;14155;7200021;0;0;0;0;0;0;1965.9664881532985;5.6579831305516155;0.0;0.0;0.0;;;;;;;Dense, Faible conso, Croissance modérée
395;395;Dives-sur-Mer;1;12;12;Petite;39278;1175;40453;-801;13895;13094;86053903;8460;30818;0;1175;0;0;152.1604429725866;-5.764663548038863;2.9996945165724758;-49.03620474406991;0.0004700890789346301;20.913158480211607;76.18223617531457;0.0;2.904605344473834;0.0;0.0;Dense, Faible conso, Croissance modérée
396;396;Valence;1;12;16;Petite;18838;811;19649;163;13450;13613;169188573;2000;16838;0;811;0;0;80.46051668040253;1.211895910780669;1.3838242856093441;115.57055214723927;0.00011613668495212144;10.17863504504046;85.69392844419563;0.0;4.127436510763906;0.0;0.0;Dense, Faible conso, Croissance modérée
397;397;Sézanne;1;12;37;Petite;25279;0;25279;-445;13720;13275;498926620;2379;10236;0;0;0;12664;26.60711909899696;-3.2434402332361514;1.904256120527307;-56.806741573033705;5.0666769393863974e-05;9.410973535345542;40.49210807389533;0.0;0.0;0.0;50.09691839075913;Dense, Faible conso, Croissance modérée
398;398;Bagnères-de-Bigorre;1;12;21;Petite;32056;1703;33759;-608;13809;13201;362524280;3286;17273;11477;1703;0;20;36.414112731980325;-4.402925628213484;2.4283008862964928;-52.723684210526315;9.312203861214482e-05;9.73370064279155;51.16561509523386;33.99686009656684;5.044580704404751;0.0;0.05924346100299179;Dense, Faible conso, Croissance modérée
399;399;Saint-Martin-de-Crau;1;12;1;Petite;29595;577;30172;-21;13385;13364;215054874;12752;12454;4388;577;0;1;62.142279091056544;-0.15689204333208817;2.2145315773720444;-1409.2857142857142;0.0001402990754815443;42.26435105395731;41.276680365902166;14.543285165053693;1.9123690839188652;0.0;0.0033143311679703033;Dense, Faible conso, Croissance modérée
400;400;Gournay-en-Bray;1;12;21;Petite;81686;15795;97481;-491;13805;13314;236396152;40236;41261;0;15795;0;189;56.32071371449396;-3.556682361463238;6.135346252065495;-166.36659877800406;0.0004123628882080957;41.27573578440927;42.327222740841805;0.0;16.203157538392094;0.0;0.1938839363568285;Dense, Faible conso, Croissance modérée
401;401;Roye;1;12;35;Petite;120121;0;120121;-374;13574;13200;216461934;99885;6784;2218;0;0;11234;60.98069880499173;-2.755267423014587;9.100075757575757;-321.17914438502675;0.0005549289788753343;83.15365339948885;5.647638631047028;1.8464714745964486;0.0;0.0;9.352236494867675;Peu dense, Forte conso, Croissance modérée
402;402;Le Cateau-Cambrésis;1;12;11;Petite;12271;0;12271;-418;13648;13230;121517026;66;12205;0;0;0;0;108.87363224310641;-3.0627198124267294;0.9275132275132275;-29.35645933014354;0.00010098173403289182;0.5378534756743542;99.46214652432565;0.0;0.0;0.0;0.0;Dense, Faible conso, Croissance modérée
403;403;Aubigny-sur-Nère;1;12;16;Petite;45647;144;45791;-445;13514;13069;679006376;3858;39278;0;144;0;2511;19.247241943424694;-3.292881456267575;3.492769148366363;-102.57752808988764;6.743824744290766e-05;8.425236400165971;85.77668100718482;0.0;0.3144722762114826;0.0;5.483610316437728;Dense, Faible conso, Croissance modérée
404;404;Saint-Affrique;1;12;16;Petite;30095;0;30095;-344;13380;13036;511800296;898;25095;968;0;0;3134;25.470872334157463;-2.571001494768311;2.3086069346425284;-87.48546511627907;5.880223250203044e-05;2.983884366173783;83.38594450905465;3.2164811430470177;0.0;0.0;10.413689981724538;Dense, Faible conso, Croissance modérée
405;405;Cogolin;1;12;2;Petite;50962;0;50962;-625;13892;13267;74084979;2356;43041;3064;0;0;2501;179.0781367434821;-4.498992225741434;3.8412602698424663;-81.5392;0.0006878857318701542;4.623052470468192;84.45704642674934;6.0123229072642355;0.0;0.0;4.907578195518229;Dense, Faible conso, Croissance modérée
406;406;Condom;1;12;23;Petite;136256;2142;138398;-619;13405;12786;421424267;15891;89858;0;2142;0;30507;30.33997090632657;-4.6176799701603874;10.656655717190677;-220.12277867528272;0.000328405388197543;11.4821023425194;64.92723883293111;0.0;1.547710227026402;0.0;22.042948597523086;Peu dense, Forte conso, Croissance modérée
407;407;Mazamet;1;12;4;Petite;6505;0;6505;-415;13262;12847;151151824;0;6505;0;0;0;0;84.99401237791216;-3.129241441713165;0.506343893515996;-15.674698795180722;4.3036199152978796e-05;0.0;100.0;0.0;0.0;0.0;0.0;Dense, Faible conso, Croissance modérée
408;408;Chamonix-Mont-Blanc;1;12;4;Petite;35308;6893;42201;-5;13301;13296;349687808;5383;29390;535;6893;0;0;38.02248661754887;-0.0375911585595068;2.655535499398315;-7061.6;0.00012068193123850632;12.7556219046942;69.64289945735884;1.2677424705575697;16.333736167389397;0.0;0.0;Dense, Faible conso, Croissance modérée
409;409;Lillebonne;1;12;6;Petite;26522;1343;27865;-147;12975;12828;45064733;20000;6352;170;1343;0;0;284.65718414441733;-1.1329479768786126;2.0675085749922046;-180.42176870748298;0.0006183327437000459;71.77462766911896;22.795621747712183;0.6100843351875113;4.819666247981338;0.0;0.0;Dense, Faible conso, Croissance modérée
410;410;Gourdon;1;12;22;Petite;45811;610;46421;-356;13019;12663;377366602;26543;19268;0;610;0;0;33.55622869879725;-2.7344650126737844;3.6177051251678116;-128.68258426966293;0.00012301300579853645;57.17886301458391;41.50707653863553;0.0;1.314060446780552;0.0;0.0;Dense, Faible conso, Croissance modérée
411;411;Pouzauges;1;12;7;Petite;25552;180;25732;11;12800;12811;169742307;8239;17313;0;180;0;0;75.47322895758687;0.0859375;1.9945359456716885;2322.909090909091;0.00015159449906616387;32.018498367791075;67.28198352246231;0.0;0.699518109746619;0.0;0.0;Dense, Faible conso, Croissance modérée
412;412;Nyons;1;12;17;Petite;109506;6362;115868;-101;12625;12524;306868419;77794;26971;2723;6362;0;2018;40.81228052339918;-0.8;8.743692111146599;-1084.2178217821781;0.000377582028080902;67.14019401387786;23.277350088031206;2.3500880312079264;5.490730831635999;0.0;1.7416370352470054;Peu dense, Forte conso, Croissance modérée
413;413;Nogent-sur-Seine;1;12;19;Petite;1641;1069;2710;-38;12657;12619;266850396;0;1641;0;0;1069;0;47.288668816515454;-0.3002291222248558;0.13004200015849116;-43.18421052631579;1.0155503010758133e-05;0.0;60.55350553505535;0.0;0.0;39.44649446494465;0.0;Dense, Faible conso, Croissance modérée
414;414;Corte;1;12;34;Petite;49431;14062;63493;206;12566;12772;728462306;6981;39596;500;14062;0;2354;17.532822075765715;1.639344262295082;3.8702630754776073;239.95631067961165;8.716030943130228e-05;10.994912825035831;62.362780148992805;0.787488384546328;22.147323326980928;0.0;3.707495314444112;Dense, Faible conso, Croissance modérée
415;415;Tonnerre;1;12;38;Petite;67717;0;67717;-1066;13075;12009;536015422;800;62033;0;0;0;4884;22.4042061237559;-8.152963671128106;5.638854192688817;-63.52439024390244;0.0001263340516348054;1.1813872439712332;91.60624363158438;0.0;0.0;0.0;7.212369124444379;Dense, Faible conso, Croissance modérée
416;416;Digoin;1;12;8;Petite;45862;63;45925;-440;12797;12357;193749817;0;42731;3131;63;0;0;63.778124755596544;-3.438305852934281;3.7114186291170994;-104.23181818181818;0.00023703248194551844;0.0;93.04518236254764;6.8176374523679915;0.13718018508437668;0.0;0.0;Dense, Faible conso, Croissance modérée
417;417;Givet;1;12;11;Petite;4025;0;4025;-336;12491;12155;89965263;0;4025;0;0;0;0;135.1077026251788;-2.6899367544632136;0.3311394487865076;-11.979166666666666;4.473949017411309e-05;0.0;100.0;0.0;0.0;0.0;0.0;Dense, Faible conso, Croissance modérée
418;418;Mortagne-au-Perche;1;12;25;Petite;57405;0;57405;-686;12865;12179;291134404;13564;37318;0;0;0;6523;41.83291233419462;-5.332296929654101;4.7134411692257165;-83.6807580174927;0.00019717697122460318;23.62860378015852;65.00827454054526;0.0;0.0;0.0;11.363121679296228;Dense, Faible conso, Croissance modérée
419;419;Aubusson;1;12;34;Petite;108208;6020;114228;-627;12626;11999;620554344;0;104129;182;6020;0;3897;19.33593748237463;-4.965943291620466;9.018084840403366;-172.58054226475278;0.00018407412840542456;0.0;91.15891024967608;0.15933046188325103;5.2701614315229195;0.0;3.4115978569177434;Peu dense, Forte conso, Croissance modérée
420;420;La Côte-Saint-André;1;12;8;Petite;196743;1100;197843;581;11956;12537;142202807;35307;141026;1546;1100;0;18864;88.1628166453845;4.859484777517564;15.69298875329026;338.62822719449224;0.0013912735210634766;17.845968773219166;71.28177393185506;0.7814276977199093;0.5559964214048513;0.0;9.534833175801014;Peu dense, Forte conso, Croissance modérée
421;421;Aire-sur-l'Adour;1;12;23;Petite;40613;489;41102;-32;12306;12274;295960851;5071;35542;0;489;0;0;41.47170126903034;-0.260035754916301;3.3088642659279777;-1269.15625;0.00013887647592958165;12.337599143593986;86.47267772857768;0.0;1.1897231278283296;0.0;0.0;Dense, Faible conso, Croissance modérée
422;422;Hauts de Bienne;1;12;7;Petite;27821;923;28744;-351;12347;11996;224728169;6401;11834;9586;923;0;0;53.380046005714576;-2.8427958208471695;2.31918972990997;-79.26210826210826;0.00012790563874527007;22.26899526857779;41.17033119955469;33.349568605622046;3.2111049262454774;0.0;0.0;Dense, Faible conso, Croissance modérée
423;423;Moûtiers;1;12;7;Petite;10746;515;11261;-139;12181;12042;206552375;2459;8287;0;515;0;0;58.29998323669723;-1.141121418602742;0.8923766816143498;-77.30935251798562;5.451885992596309e-05;21.83642660509724;73.59026729420123;0.0;4.5733061007015365;0.0;0.0;Dense, Faible conso, Croissance modérée
424;424;Jarny;1;12;8;Petite;13121;0;13121;-207;12195;11988;74178865;699;7676;4746;0;0;0;161.60937485360554;-1.6974169741697416;1.0945111778445111;-63.38647342995169;0.0001768832672217349;5.327337855346391;58.50163859461931;36.1710235500343;0.0;0.0;0.0;Dense, Faible conso, Croissance modérée
