AAV;AAV2020;nom_aire_urbaine;categorie_taille;detail_taille;nombre_communes;categorie_desc;conso_enaf_total;conso_infra_total;conso_totale;evol_pop;pop14;pop20;surfcom2023;conso_act;conso_hab;conso_mix;conso_rou;conso_fer;conso_inc;densite_pop;taux_evol_pop;conso_enaf_par_hab;conso_par_nouvel_hab;coef_artif;part_act;part_hab;part_mix;part_rou;part_fer;part_inc;typologie
425;425;Ribérac;1;12;24;Petite;57162;2216;59378;-307;12238;11931;352772264;0;57162;0;2216;0;0;33.82068608432323;-2.508579833306096;4.7910485290419915;-186.19543973941367;0.00016831822129871298;0.0;96.26797803900435;0.0;3.732021960995655;0.0;0.0;Dense, Faible conso, Croissance modérée
426;426;Delle (partie française);1;12;8;Petite;6351;275;6626;67;12044;12111;53625047;3586;2765;0;275;0;0;225.84595590191276;0.556293590169379;0.5243993064156552;94.7910447761194;0.00012356166326530212;54.12013281014186;41.72955025656505;0.0;4.150316933293087;0.0;0.0;Dense, Faible conso, Croissance modérée
427;427;Embrun;1;12;12;Petite;116244;2208;118452;786;11713;12499;398012763;7815;68962;13752;2208;0;25715;31.403515570177834;6.710492615043115;9.30026402112169;147.89312977099237;0.0002976085467892395;6.597609158140007;58.219363117549726;11.609765981156924;1.8640461959274643;0.0;21.70921554722588;Peu dense, Forte conso, Croissance modérée
428;428;Sully-sur-Loire;1;12;8;Petite;35253;2240;37493;-314;12049;11735;269917224;0;35234;19;2240;0;0;43.47629182789758;-2.606025396298448;3.004090328078398;-112.27070063694268;0.00013890554831728707;0.0;93.97487531005788;0.05067612621022591;5.9744485637318965;0.0;0.0;Dense, Faible conso, Croissance modérée
429;429;Saint-Florentin;1;12;19;Petite;9619;0;9619;-624;12324;11700;292442096;1940;7679;0;0;0;0;40.00792006360124;-5.063291139240507;0.8221367521367522;-15.415064102564102;3.289198146083592e-05;20.168416675330075;79.83158332466992;0.0;0.0;0.0;0.0;Dense, Faible conso, Croissance modérée
430;430;Calvi;1;12;15;Petite;323586;15100;338686;900;11617;12517;456855136;44703;186482;11257;15100;0;81144;27.39818164154337;7.747266936386331;;359.54;0.0007413422183788254;13.198951240972464;55.06043946310152;3.3237275824805277;4.4584069019681944;0.0;23.9584748114773;
431;431;Guer;1;12;9;Petite;120907;7936;128843;-11;11972;11961;174629135;1900;101632;0;7936;0;17375;68.49372528816569;-0.09188105579685933;10.108435749519272;-10991.545454545454;0.0007378093008363123;1.4746629618993659;78.88049797039808;0.0;6.159434350333352;0.0;13.485404717369201;Peu dense, Forte conso, Croissance modérée
432;432;Vidauban;1;12;1;Petite;60375;1597;61972;1541;11152;12693;76567850;0;56051;0;1597;0;4324;165.77453853020555;13.818149210903874;4.756558733160009;39.17910447761194;0.0008093736470333175;0.0;90.44568514813142;0.0;2.576970244626606;0.0;6.977344607241981;Dense, Faible conso, Croissance modérée
433;433;Baugé-en-Anjou;1;12;1;Petite;131002;9401;140403;-126;11861;11735;270223011;62033;68968;0;9401;0;1;43.42709363119339;-1.0623050333024198;11.163357477631019;-1039.6984126984128;0.000519581953736723;44.18210437098922;49.12145751871399;0.0;6.695725874803244;0.0;0.0007122354935435852;Peu dense, Forte conso, Croissance modérée
434;434;Nontron;1;12;19;Petite;30098;0;30098;-302;12134;11832;369344255;1035;29063;0;0;0;0;32.03515376190162;-2.4888742376792483;2.5437795807978363;-99.66225165562913;8.149037000724432e-05;3.4387666954614926;96.5612333045385;0.0;0.0;0.0;0.0;Dense, Faible conso, Croissance modérée
435;435;La Souterraine;1;12;12;Petite;40561;0;40561;-778;12107;11329;317816029;21221;19257;0;0;0;83;35.646408507608655;-6.426034525481127;3.580280695560067;-52.134961439588686;0.00012762414824583942;52.318729814353695;47.476640122284955;0.0;0.0;0.0;0.20463006336135697;Dense, Faible conso, Croissance modérée
436;436;Gueugnon;1;12;12;Petite;17405;0;17405;-777;12228;11451;333531890;234;16385;674;0;0;112;34.33254913045946;-6.354268891069677;1.5199545891188542;-22.4002574002574;5.2183915606990384e-05;1.3444412525136455;94.13961505314565;3.872450445274347;0.0;0.0;0.6434932490663603;Dense, Faible conso, Croissance modérée
437;437;Beaurepaire;1;12;10;Petite;120761;996;121757;157;11661;11818;123926941;18814;99488;2459;996;0;0;95.36263789485452;1.346368236000343;10.218395667625655;769.1783439490446;0.0009824901592624643;15.452088996936522;81.71029181073777;2.0195964092413576;0.8180227830843401;0.0;0.0;Peu dense, Forte conso, Croissance modérée
438;438;Valdahon;1;12;22;Petite;19685;693;20378;844;11261;12105;221525210;5514;12706;1465;693;0;0;54.643893577620354;7.494893881538052;1.6261875258157785;23.32345971563981;9.19895302209622e-05;27.058592599862596;62.351555599175576;7.189125527529688;3.400726273432133;0.0;0.0;Dense, Faible conso, Croissance modérée
439;439;Marennes-Hiers-Brouage;1;12;3;Petite;58391;0;58391;57;11707;11764;114499192;943;57448;0;0;0;0;102.74308311276118;0.48688818655505256;4.963532811968718;1024.4035087719299;0.0005099686642330192;1.614974910517032;98.38502508948297;0.0;0.0;0.0;0.0;Dense, Faible conso, Croissance modérée
440;440;La Réole;1;12;20;Petite;41088;532;41620;484;11291;11775;130971157;7311;32066;206;532;0;1505;89.90529113215362;4.286599946860331;3.4894267515923567;84.89256198347107;0.00031777989103356553;17.566074002883227;77.0446900528592;0.4949543488707352;1.2782316194137433;0.0;3.61604997597309;Dense, Faible conso, Croissance modérée
441;441;Saint-Hilaire-du-Harcouët;1;12;8;Petite;88209;390;88599;-543;11786;11243;160528835;13763;74445;0;390;0;1;70.03726152999242;-4.607161038520278;7.845681757538023;-162.44751381215468;0.0005519195352037533;15.534035372859739;84.02465039108795;0.0;0.44018555514170593;0.0;0.0011286809106197588;Peu dense, Forte conso, Croissance modérée
442;442;Montbard;1;12;34;Petite;16283;0;16283;-810;11879;11069;528926372;0;12503;3780;0;0;0;20.927298365073767;-6.818755787524203;1.4710452615412413;-20.10246913580247;3.078500309680153e-05;0.0;76.78560461831357;23.21439538168642;0.0;0.0;0.0;Dense, Faible conso, Croissance modérée
443;443;Lodève;1;12;19;Petite;11732;142;11874;270;11318;11588;385791711;1233;10499;0;142;0;0;30.036933582536196;2.3855804912528713;1.0124266482568174;43.45185185185185;3.0778266254663e-05;10.384032339565437;88.42007748020886;0.0;1.1958901802257031;0.0;0.0;Dense, Faible conso, Croissance modérée
444;444;Le Pouliguen;1;12;3;Petite;1779;135;1914;-534;11494;10960;18260922;0;1779;0;135;0;0;600.1887527913432;-4.645902209848616;0.16231751824817517;-3.331460674157303;0.00010481398474841522;0.0;92.94670846394985;0.0;7.053291536050156;0.0;0.0;Dense, Faible conso, Croissance modérée
445;445;Pauillac;1;12;5;Petite;46990;1882;48872;330;11144;11474;131570664;504;45566;0;1882;0;920;87.2078900506271;2.9612347451543433;4.095345999651386;142.3939393939394;0.00037145058415149443;1.031265346210509;93.23539040759535;0.0;3.8508757570797183;0.0;1.8824684891144212;Dense, Faible conso, Croissance modérée
446;446;Tournus;1;12;14;Petite;28495;0;28495;-113;11282;11169;141703632;671;27824;0;0;0;0;78.81943350612212;-1.0015954617975535;2.5512579461008147;-252.16814159292036;0.00020108870603965888;2.3547990875592206;97.64520091244077;0.0;0.0;0.0;0.0;Dense, Faible conso, Croissance modérée
447;447;La Châtaigneraie;1;12;10;Petite;53238;1877;55115;-68;11481;11413;226644556;10604;42634;0;1877;0;0;50.35638270526118;-0.5922829021862207;4.6646806273547705;-782.9117647058823;0.00024317813307635767;19.2397713870997;77.35462215367868;0.0;3.4056064592216275;0.0;0.0;Dense, Faible conso, Croissance modérée
448;448;Mirecourt;1;12;33;Petite;35345;3000;38345;-808;11376;10568;184844938;5261;29834;0;3000;0;250;57.172244554514116;-7.10267229254571;3.344530658591976;-43.743811881188115;0.00020744414434546214;13.720172121528233;77.8041465640892;0.0;7.823705828660843;0.0;0.6519754857217368;Dense, Faible conso, Croissance modérée
449;449;Sainte-Menehould;1;12;50;Petite;14400;83;14483;-505;11400;10895;630194085;0;13419;981;83;0;0;17.288324754745993;-4.4298245614035086;1.3217072051399725;-28.514851485148515;2.298180885020525e-05;0.0;92.65345577573707;6.773458537595801;0.573085686667127;0.0;0.0;Dense, Faible conso, Croissance modérée
450;450;Ham;1;12;13;Petite;33209;0;33209;-355;11092;10737;97446021;0;33209;0;0;0;0;110.18407821905832;-3.200504868373603;3.092949613486076;-93.54647887323944;0.000340793802139956;0.0;100.0;0.0;0.0;0.0;0.0;Dense, Faible conso, Croissance modérée
451;451;Le Thillot;1;12;7;Petite;28670;878;29548;-554;11002;10448;146102763;1339;27114;0;878;0;217;71.51131015913778;-5.035448100345392;2.7440658499234303;-51.75090252707581;0.00020224121291942987;4.531609584405036;91.7625558413429;0.0;2.9714363070258565;0.0;0.7343982672262082;Dense, Faible conso, Croissance modérée
452;452;La Châtre;1;12;14;Petite;46508;1022;47530;-463;11035;10572;238159472;1211;43256;1970;1022;0;71;44.39042424481022;-4.195740824648845;4.399167612561484;-100.44924406047517;0.0001995721589439869;2.547864506627393;91.00778455712182;4.144750683778666;2.150220913107511;0.0;0.14937933936461184;Dense, Faible conso, Croissance modérée
453;453;Saint-Jean-de-Monts;1;12;2;Petite;45832;6335;52167;378;10505;10883;83155855;5000;40832;0;6335;0;0;130.87472914565066;3.598286530223703;4.211338785261417;121.24867724867725;0.0006273400712433298;9.584603293269693;78.2717043341576;0.0;12.1436923725727;0.0;0.0;Dense, Faible conso, Croissance modérée
454;454;Saint-Maixent-l'École;1;12;4;Petite;9125;0;9125;686;10228;10914;64327306;2367;6758;0;0;0;0;169.6635640236512;6.707078607743449;0.8360820963899579;13.301749271137027;0.0001418526682898861;25.93972602739726;74.06027397260274;0.0;0.0;0.0;0.0;Dense, Faible conso, Croissance modérée
455;455;Mimizan;1;12;5;Petite;61114;2486;63600;643;10240;10883;295301778;3100;58014;0;2486;0;0;36.853824835419715;6.279296875;5.61554718368097;95.04510108864697;0.00021537289897387613;4.8742138364779874;91.21698113207547;0.0;3.908805031446541;0.0;0.0;Dense, Faible conso, Croissance modérée
456;456;Bazas;1;12;18;Petite;82063;517;82580;167;10407;10574;292965663;1423;79140;0;517;0;1500;36.09296697681598;1.6046891515326223;7.760828447134481;491.3952095808383;0.0002818760367831912;1.7231775248244128;95.83434245580044;0.0;0.6260595785904577;0.0;1.8164204407846936;Peu dense, Forte conso, Croissance modérée
457;457;Montrichard Val de Cher;1;12;7;Petite;13696;79;13775;-364;10550;10186;151637772;1475;12045;176;79;0;0;67.17323702170987;-3.450236966824644;1.3445906145690163;-37.62637362637363;9.084148242431312e-05;10.707803992740473;87.4410163339383;1.2776769509981851;0.573502722323049;0.0;0.0;Dense, Faible conso, Croissance modérée
458;458;Ciboure;1;12;2;Petite;22700;358;23058;-403;10880;10477;26830115;0;22700;0;358;0;0;390.4940399994558;-3.704044117647059;2.1666507588050012;-56.32754342431762;0.0008594074233375443;0.0;98.44739352936074;0.0;1.5526064706392575;0.0;0.0;Dense, Faible conso, Croissance modérée
459;459;Saint-Rémy-de-Provence;1;12;2;Petite;61927;7337;69264;-72;10280;10208;91514060;12360;19853;29712;7337;0;2;111.54570128349677;-0.7003891050583658;6.066516457680251;-860.0972222222222;0.0007568673054173316;17.844767844767844;28.662797412797413;42.89674289674289;10.592804342804344;0.0;0.0028875028875028873;Dense, Faible conso, Croissance modérée
460;460;Saint-Pourçain-sur-Sioule;1;12;14;Petite;72630;50;72680;6;10225;10231;222404375;10893;57033;4704;50;0;0;46.001792905377876;0.058679706601467;7.099012804222461;;0.0003267921325738309;14.987616951018163;78.47138139790864;6.47220693450743;0.06879471656576776;0.0;0.0;Peu dense, Forte conso, Croissance modérée
461;461;Faulquemont;1;12;7;Petite;48344;275;48619;-447;10567;10120;58838313;39676;8668;0;275;0;0;171.99677359886238;-4.230150468439482;4.77707509881423;-108.15212527964206;0.0008263153296050483;81.60595651905633;17.828420987679714;0.0;0.5656224932639503;0.0;0.0;Dense, Faible conso, Croissance modérée
462;462;Ernée;1;12;5;Petite;40048;3071;43119;-286;10396;10110;188830389;9568;25695;0;3071;0;4785;53.54011106760999;-2.7510580992689495;3.9612265084075173;-140.02797202797203;0.00022834777933969093;22.18975393677961;59.59089960342309;0.0;7.1221503281616;0.0;11.097196131635705;Dense, Faible conso, Croissance modérée
463;463;La Londe-les-Maures;1;12;1;Petite;62383;0;62383;3259;8234;11493;80028635;6391;55992;0;0;0;0;143.61109620325277;39.57979111003158;5.42791264247803;19.141761276465175;0.0007795084846817642;10.244778224836896;89.75522177516311;0.0;0.0;0.0;0.0;Dense, Faible conso, Croissance modérée
464;464;La Tremblade;1;12;3;Petite;33419;2065;35484;166;10499;10665;95626087;3110;30307;0;2065;0;2;111.528143988575;1.5811029621868748;3.1335208626347866;201.31927710843374;0.000371070291729076;8.76451358358697;85.41032578063353;0.0;5.819524292638936;0.0;0.0056363431405703985;Dense, Faible conso, Croissance modérée
465;465;Vouziers;1;12;45;Petite;39736;0;39736;-341;10345;10004;483836555;2094;21566;0;0;0;16076;20.676403832281753;-3.296278395360077;3.9720111955217914;-116.52785923753666;8.212690750495278e-05;5.269780551640829;54.27320314072881;0.0;0.0;0.0;40.45701630763036;Dense, Faible conso, Croissance modérée
466;466;Guise;1;12;21;Petite;106634;104928;211562;-737;10585;9848;205739080;60633;46001;0;104928;0;0;47.86645298501384;-6.962683042040624;10.827985377741673;-144.6865671641791;0.0010283024498797214;28.659683686106202;21.74350781331241;0.0;49.59680850058139;0.0;0.0;Peu dense, Forte conso, Croissance modérée
467;467;Le Vigan;1;12;20;Petite;24438;75;24513;-342;10435;10093;371350640;4079;20359;0;75;0;0;27.179164145240197;-3.2774317201724967;2.4212820766868126;-71.45614035087719;6.601038845658108e-05;16.640150124423776;83.05388977277363;0.0;0.30596010280259456;0.0;0.0;Dense, Faible conso, Croissance modérée
468;468;Die;1;12;27;Petite;24956;2;24958;591;9865;10456;622931389;3207;21749;0;2;0;0;16.785155130463334;5.990876837303598;2.3867635807192045;42.22673434856176;4.0065407588571526e-05;12.849587306675215;87.1423992307076;0.0;0.00801346261719689;0.0;0.0;Dense, Faible conso, Croissance modérée
469;469;Rostrenen;1;12;10;Petite;64766;43020;107786;-239;10377;10138;332666460;35084;29682;0;43020;0;0;30.474968832144967;-2.3031704731618;6.388439534424936;-270.98744769874475;0.0003240062133104732;32.549681776854136;27.53789917057874;0.0;39.912419052567124;0.0;0.0;Dense, Faible conso, Croissance modérée
470;470;Mamers;1;12;21;Petite;17985;4041;22026;-321;10234;9913;191565805;6524;11461;0;4041;0;0;51.74723119295742;-3.1366034786007426;1.8142842731766367;-56.02803738317757;0.00011497876669586203;29.619540542994642;52.03395986561337;0.0;18.34649959139199;0.0;0.0;Dense, Faible conso, Croissance modérée
471;471;Bort-les-Orgues;1;11;11;Petite;61975;0;61975;-473;10095;9622;243865263;30122;31853;0;0;0;0;39.45621398321089;-4.685487865279842;6.4409686135938475;-131.02536997885835;0.000254136235877104;48.60346914078257;51.39653085921743;0.0;0.0;0.0;0.0;Dense, Faible conso, Croissance modérée
472;472;Montdidier;1;11;23;Petite;30122;39;30161;-172;9763;9591;143381146;11047;17617;1381;39;0;77;66.89163999288999;-1.761753559356755;3.1406526952351164;-175.12790697674419;0.0002103554117219847;36.62676966944067;58.40986704684858;4.578760651172043;0.12930605749146248;0.0;0.25529657504724645;Dense, Faible conso, Croissance modérée
473;473;Migennes;1;11;4;Petite;0;0;0;238;9621;9859;99812231;0;0;0;0;0;0;98.775469711723;2.473755326889097;0.0;0.0;0.0;;;;;;;Dense, Faible conso, Croissance modérée
474;474;La Guerche-de-Bretagne;1;11;11;Petite;41154;247;41401;-68;9817;9749;160730838;0;40170;984;247;0;0;60.65419754733065;-0.692675970255679;4.221356036516566;-605.2058823529412;0.0002575796935744216;0.0;97.0266418685539;2.3767541846815297;0.5966039467645708;0.0;0.0;Dense, Faible conso, Croissance modérée
475;475;Rambervillers;1;11;15;Petite;11159;0;11159;-511;10139;9628;185867553;3642;7517;0;0;0;0;51.80032687039249;-5.0399447677285725;1.1590153718321563;-21.837573385518592;6.003737510871518e-05;32.6373330943633;67.3626669056367;0.0;0.0;0.0;0.0;Dense, Faible conso, Croissance modérée
476;476;Merville;1;11;1;Petite;16397;2064;18461;-143;9835;9692;27124574;9;16388;0;2064;0;0;357.31436740720795;-1.4539908490086426;1.6918076764341725;-114.66433566433567;0.0006806005506298458;0.04875142191647256;88.77092248523915;0.0;11.180326092844375;0.0;0.0;Dense, Faible conso, Croissance modérée
477;477;Le Mené;1;11;6;Petite;57441;0;57441;5;9691;9696;263901913;1323;54855;1263;0;0;0;36.740923511228964;0.051594262717985756;5.924195544554456;;0.00021766041536803866;2.303232882435891;95.49798924113439;2.1987778764297277;0.0;0.0;0.0;Dense, Faible conso, Croissance modérée
478;478;Saint-Éloy-les-Mines;1;11;15;Petite;21512;0;21512;-283;9699;9416;289254088;2156;19356;0;0;0;0;32.55269463987662;-2.9178265800598;2.284621920135939;-76.01413427561837;7.437059973375381e-05;10.022313127556712;89.97768687244329;0.0;0.0;0.0;0.0;Dense, Faible conso, Croissance modérée
479;479;Joinville;1;11;31;Petite;31179;0;31179;-764;10168;9404;320919722;0;31179;0;0;0;0;29.303278531445322;-7.513768686073957;3.3155040408336878;-40.81020942408377;9.715513838068201e-05;0.0;100.0;0.0;0.0;0.0;0.0;Dense, Faible conso, Croissance modérée
480;480;Les Andelys;1;11;7;Petite;1522;0;1522;-172;9712;9540;78824658;1522;0;0;0;0;0;121.02811787651524;-1.7710049423393739;0.15953878406708596;-8.848837209302326;1.930867876394719e-05;100.0;0.0;0.0;0.0;0.0;0.0;Dense, Faible conso, Croissance modérée
481;481;Sainte-Marie-aux-Mines;1;11;4;Petite;12435;892;13327;-332;9683;9351;103449007;2147;10288;0;892;0;0;90.39236113692228;-3.428689455747186;1.329804299005454;-37.454819277108435;0.00012882675616209636;16.11015232235312;77.19666841749832;0.0;6.693179260148571;0.0;0.0;Dense, Faible conso, Croissance modérée
482;482;Saint-Valery-en-Caux;1;11;17;Petite;65826;109;65935;-249;9677;9428;109352549;2000;63826;0;109;0;0;86.21655449476538;-2.5731115014983983;6.981968604157828;-264.3614457831325;0.0006029580526741996;3.0332903617198754;96.8013953135664;0.0;0.16531432471373322;0.0;0.0;Dense, Faible conso, Croissance modérée
483;483;Hagetmau;1;11;16;Petite;101674;1241;102915;-34;9451;9417;193246058;2015;91935;0;1241;0;7724;48.73061886726818;-0.35975029097450006;10.796856748433683;-2990.4117647058824;0.0005325593756743023;1.9579264441529416;89.33100131176214;0.0;1.205849487441092;0.0;7.505222756643833;Peu dense, Forte conso, Croissance modérée
484;484;Neufchâtel-en-Bray;1;11;15;Petite;47463;1044;48507;-301;9577;9276;140165968;9432;38031;0;1044;0;0;66.17868896678259;-3.1429466429988513;5.116752910737387;-157.6843853820598;0.0003460683123880684;19.444616240954915;78.40311707588596;0.0;2.1522666831591315;0.0;0.0;Dense, Faible conso, Croissance modérée
