CODGEO,LIBCOM,cadres,ouvriers,total
01036,Valromey-sur-Séran,74.6837072913228,79.8036719564666,154.48737924778942
01037,Bénonces,5.05887342095569,14.9744102173235,20.03328363827919
01038,Bény,34.9222735666928,59.6379655741414,94.5602391408342
01040,Béréziat,4.94212819495996,49.9669244612953,54.909052656255255
01041,Bettant,40.2274425952056,89.1837829151682,129.4112255103738
01042,Bey,5.44463400380391,29.253126196613,34.69776020041691
01043,Beynost,509.582293312838,174.071966784738,683.654260097576
01044,Billiat,29.5479304216523,72.4380684323465,101.9859988539988
01045,Birieux,35.6974893887219,10.0544428321124,45.7519322208343
01046,Biziat,19.8816737701834,88.387289728888,108.2689634990714
01047,Blyes,117.018012751758,91.7595431068131,208.77755585857108
01049,La Boisse,221.558024611531,151.226710513614,372.784735125145
01050,Boissey,0.0,30.2437514523231,30.2437514523231
01051,Bolozon,4.61165048543689,4.61165048543689,9.22330097087378
01052,Bouligneux,19.9428347942677,11.8569129038707,31.7997476981384
01053,Bourg-en-Bresse,1544.63764671593,2675.26620613443,4219.90385285036
01054,Bourg-Saint-Christophe,144.291870949522,108.13403705677,252.425908006292
01056,Boyeux-Saint-Jérôme,24.3512498875471,14.7414066726875,39.0926565602346
01057,Boz,14.6654074687932,39.3349783378697,54.0003858066629
01058,Brégnier-Cordon,15.0546533637914,70.0559534185219,85.1106067823133
01060,Brénod,26.5693476530709,53.418203227812,79.9875508808829
01061,Brens,69.5255800519732,59.1019942298136,128.6275742817868
01062,Bressolles,78.5791977665227,37.0220655887031,115.6012633552258
01063,Brion,19.5439331138799,44.3790062553374,63.9229393692173
01064,Briord,35.1286238380509,115.626569638911,150.7551934769619
01065,Buellas,140.471650717056,112.7675260741,253.239176791156
01066,La Burbanche,5.33707865168539,16.0112359550562,21.34831460674159
01067,Ceignes,15.3625131741112,51.1827022867092,66.5452154608204
01068,Cerdon,24.3891125758623,64.1474857305386,88.5365983064009
01069,Certines,68.3883548915888,106.135654008398,174.52400889998682
01071,Cessy,595.213696756265,300.957938993624,896.171635749889
01072,Ceyzériat,159.314178126423,145.259406145834,304.573584272257
01073,Ceyzérieu,67.0550836456412,63.623841900556,130.6789255461972
01074,Chalamont,151.339054535732,176.061685245658,327.40073978139003
01075,Chaleins,70.857837821081,101.840887248072,172.698725069153
01076,Chaley,19.2248062015504,9.61240310077519,28.83720930232559
01077,Challes-la-Montagne,5.10810810810811,0.0,5.10810810810811
01078,Challex,141.621550733325,76.0959062041348,217.71745693745981
