CODGEO,AAV2020,LIBAAV2020,CATEAAV2020
56143,057,Vannes,20
56144,000,Commune hors attraction des villes,30
56145,255,Ploërmel,20
56146,207,Pontivy,20
56147,000,Commune hors attraction des villes,30
56148,053,Lorient,20
56149,000,Commune hors attraction des villes,30
56151,207,Pontivy,20
56152,000,Commune hors attraction des villes,30
56153,000,Commune hors attraction des villes,30
56154,188,Redon,20
56155,000,Commune hors attraction des villes,30
56156,000,Commune hors attraction des villes,30
56157,057,Vannes,20
56158,057,Vannes,20
56159,000,Commune hors attraction des villes,30
56160,000,Commune hors attraction des villes,30
56161,000,Commune hors attraction des villes,30
56162,053,Lorient,20
56163,000,Commune hors attraction des villes,30
56164,057,Vannes,20
56165,255,Ploërmel,11
56166,053,Lorient,20
56167,057,Vannes,20
56168,578,Carnac,20
56169,053,Lorient,20
56170,000,Commune hors attraction des villes,30
56171,000,Commune hors attraction des villes,30
56172,057,Vannes,20
56173,207,Pontivy,20
56174,557,Locminé,20
56175,057,Vannes,20
56176,057,Vannes,20
56177,538,Pluvigner,11
56178,207,Pontivy,11
56179,053,Lorient,20
56180,431,Guer,20
56181,053,Lorient,20
56182,000,Commune hors attraction des villes,30
56184,000,Commune hors attraction des villes,30
56185,053,Lorient,20
56186,567,Quiberon,11
56188,000,Commune hors attraction des villes,30
56189,000,Commune hors attraction des villes,30
56190,000,Commune hors attraction des villes,30
56191,431,Guer,20
56193,053,Lorient,20
56194,188,Redon,20
56195,000,Commune hors attraction des villes,30
56196,000,Commune hors attraction des villes,30
56197,255,Ploërmel,20
56198,229,Loudéac,20
56199,621,Gourin,20
56200,000,Commune hors attraction des villes,30
56201,621,Gourin,20
56202,255,Ploërmel,20
56203,000,Commune hors attraction des villes,30
56204,000,Commune hors attraction des villes,30
56205,057,Vannes,20
56206,057,Vannes,20
56207,000,Commune hors attraction des villes,30
56208,000,Commune hors attraction des villes,30
56209,207,Pontivy,20
56210,000,Commune hors attraction des villes,30
56211,000,Commune hors attraction des villes,30
56212,000,Commune hors attraction des villes,30
56213,207,Pontivy,20
56214,000,Commune hors attraction des villes,30
56215,207,Pontivy,20
56216,188,Redon,20
56218,000,Commune hors attraction des villes,30
56219,057,Vannes,20
56220,053,Lorient,20
56221,188,Redon,20
56222,057,Vannes,20
56223,188,Redon,20
56224,656,Malestroit,20
56225,000,Commune hors attraction des villes,30
56226,431,Guer,12
56227,255,Ploërmel,20
56228,000,Commune hors attraction des villes,30
56229,000,Commune hors attraction des villes,30
56230,000,Commune hors attraction des villes,30
56231,057,Vannes,20
56232,188,Redon,20
56233,000,Commune hors attraction des villes,30
56234,567,Quiberon,20
56236,255,Ploërmel,20
56237,207,Pontivy,20
56238,000,Commune hors attraction des villes,30
56239,188,Redon,20
56240,000,Commune hors attraction des villes,30
56241,000,Commune hors attraction des villes,30
56242,000,Commune hors attraction des villes,30
56243,057,Vannes,20
56244,000,Commune hors attraction des villes,30
56245,000,Commune hors attraction des villes,30
56246,207,Pontivy,20
56247,057,Vannes,20
56248,057,Vannes,20
56249,255,Ploërmel,20
56250,000,Commune hors attraction des villes,30
56251,057,Vannes,20
56252,057,Vannes,20
56253,000,Commune hors attraction des villes,30
56254,057,Vannes,20
56255,057,Vannes,20
56256,255,Ploërmel,20
56257,000,Commune hors attraction des villes,30
56258,000,Commune hors attraction des villes,30
56259,057,Vannes,20
56260,057,Vannes,11
56261,057,Vannes,20
56262,057,Vannes,20
56263,057,Vannes,20
56264,000,Commune hors attraction des villes,30
57001,000,Commune hors attraction des villes,30
57002,020,Nancy,20
57003,170,Sarrebourg,20
57004,541,Morhange,20
57006,121,Sarreguemines (partie française),20
57007,033,Metz,20
57008,461,Faulquemont,20
57009,020,Nancy,20
57010,033,Metz,20
57011,000,Commune hors attraction des villes,30
57012,LUX,Luxembourg (partie française),13
57013,SAR,Sarrebruck (partie française),20
57014,178,Saint-Avold (partie française),20
57015,178,Saint-Avold (partie française),20
57016,501,Bouzonville,20
57017,033,Metz,20
57018,000,Commune hors attraction des villes,30
57019,317,Amnéville - Rombas,11
57020,033,Metz,20
57021,033,Metz,20
57022,LUX,Luxembourg (partie française),20
57024,033,Metz,20
57025,000,Commune hors attraction des villes,30
57026,LUX,Luxembourg (partie française),20
57027,033,Metz,20
57028,033,Metz,20
57029,033,Metz,20
57030,033,Metz,20
57031,033,Metz,20
57032,033,Metz,20
57033,170,Sarrebourg,20
57034,170,Sarrebourg,20
57035,527,Dieuze,20
57036,020,Nancy,20
57037,033,Metz,20
57038,LUX,Luxembourg (partie française),20
57039,033,Metz,20
57040,020,Nancy,20
57041,LUX,Luxembourg (partie française),20
57042,170,Sarrebourg,20
57043,033,Metz,20
57044,000,Commune hors attraction des villes,30
57045,033,Metz,20
57046,000,Commune hors attraction des villes,30
57047,000,Commune hors attraction des villes,30
57048,033,Metz,20
57049,033,Metz,12
57050,170,Sarrebourg,20
57051,541,Morhange,20
57052,178,Saint-Avold (partie française),20
57053,527,Dieuze,20
57054,033,Metz,20
57055,033,Metz,20
57056,170,Sarrebourg,20
57057,033,Metz,20
57058,197,Forbach (partie française),20
57059,541,Morhange,20
57060,000,Commune hors attraction des villes,30
57061,508,Farébersviller,12
57062,LUX,Luxembourg (partie française),20
57063,541,Morhange,20
57064,000,Commune hors attraction des villes,30
57065,541,Morhange,20
57066,170,Sarrebourg,20
57067,LUX,Luxembourg (partie française),20
57069,000,Commune hors attraction des villes,30
57070,000,Commune hors attraction des villes,30
57071,170,Sarrebourg,20
57072,033,Metz,20
57073,000,Commune hors attraction des villes,30
57074,121,Sarreguemines (partie française),20
57075,033,Metz,20
57076,LUX,Luxembourg (partie française),20
57077,000,Commune hors attraction des villes,30
57079,501,Bouzonville,20
57080,170,Sarrebourg,20
57081,527,Dieuze,20
57082,178,Saint-Avold (partie française),20
57083,121,Sarreguemines (partie française),20
57084,020,Nancy,20
57085,033,Metz,20
57086,170,Sarrebourg,20
57087,178,Saint-Avold (partie française),20
57088,000,Commune hors attraction des villes,30
57089,517,Bitche,11
57090,527,Dieuze,20
57091,121,Sarreguemines (partie française),20
57092,SAR,Sarrebruck (partie française),20
57093,SAR,Sarrebruck (partie française),20
57095,178,Saint-Avold (partie française),20
57096,LUX,Luxembourg (partie française),20
57097,033,Metz,20
57098,527,Dieuze,20
57099,527,Dieuze,20
57100,000,Commune hors attraction des villes,30
57101,197,Forbach (partie française),20
57102,LUX,Luxembourg (partie française),20
57103,000,Commune hors attraction des villes,30
57104,LUX,Luxembourg (partie française),20
57105,461,Faulquemont,20
57106,501,Bouzonville,11
57107,000,Commune hors attraction des villes,30
57108,000,Commune hors attraction des villes,30
57109,LUX,Luxembourg (partie française),20
57110,000,Commune hors attraction des villes,30
57111,033,Metz,20
57112,033,Metz,20
57113,170,Sarrebourg,20
57114,170,Sarrebourg,20
57115,033,Metz,20
57116,033,Metz,20
57117,LUX,Luxembourg (partie française),20
57118,LUX,Luxembourg (partie française),20
57119,170,Sarrebourg,20
57120,541,Morhange,20
57121,033,Metz,20
57122,000,Commune hors attraction des villes,30
57123,280,Creutzwald,12
57124,LUX,Luxembourg (partie française),20
57125,033,Metz,20
57126,020,Nancy,20
57127,033,Metz,20
57128,033,Metz,20
57129,033,Metz,20
57130,000,Commune hors attraction des villes,30
57131,501,Bouzonville,20
57132,000,Commune hors attraction des villes,30
57133,000,Commune hors attraction des villes,30
57134,033,Metz,20
57136,000,Commune hors attraction des villes,30
57137,033,Metz,20
57138,033,Metz,20
57139,033,Metz,20
57140,033,Metz,20
57141,000,Commune hors attraction des villes,30
57142,033,Metz,20
57143,LUX,Luxembourg (partie française),20
57144,197,Forbach (partie française),20
57145,033,Metz,20
57146,033,Metz,20
57147,033,Metz,20
57148,033,Metz,20
57149,000,Commune hors attraction des villes,30
57150,033,Metz,20
57151,541,Morhange,20
57152,LUX,Luxembourg (partie française),20
57153,033,Metz,20
57154,000,Commune hors attraction des villes,30
57155,033,Metz,20
57156,033,Metz,20
57158,033,Metz,20
57159,461,Faulquemont,12
57160,280,Creutzwald,11
57161,527,Dieuze,20
57162,033,Metz,20
57163,170,Sarrebourg,20
57165,280,Creutzwald,20
57166,541,Morhange,20
57167,000,Commune hors attraction des villes,30
57168,000,Commune hors attraction des villes,30
57169,597,Phalsbourg,12
57171,033,Metz,20
57172,033,Metz,20
57173,170,Sarrebourg,20
57174,033,Metz,20
57175,170,Sarrebourg,20
57176,121,Sarreguemines (partie française),20
57177,527,Dieuze,11
57178,000,Commune hors attraction des villes,30
57179,LUX,Luxembourg (partie française),20
57180,170,Sarrebourg,20
57181,527,Dieuze,20
57182,033,Metz,20
57183,527,Dieuze,20
57186,000,Commune hors attraction des villes,30
57187,000,Commune hors attraction des villes,30
57188,517,Bitche,20
57189,000,Commune hors attraction des villes,30
57190,033,Metz,20
57191,LUX,Luxembourg (partie française),20
57192,121,Sarreguemines (partie française),20
57193,033,Metz,20
57194,LUX,Luxembourg (partie française),20
57195,000,Commune hors attraction des villes,30
57196,121,Sarreguemines (partie française),20
57197,121,Sarreguemines (partie française),20
57198,000,Commune hors attraction des villes,30
57199,LUX,Luxembourg (partie française),20
57200,033,Metz,20
57201,121,Sarreguemines (partie française),20
57202,SAR,Sarrebruck (partie française),20
57203,LUX,Luxembourg (partie française),20
57204,033,Metz,20
57205,280,Creutzwald,20
57206,LUX,Luxembourg (partie française),13
57207,508,Farébersviller,11
57208,000,Commune hors attraction des villes,30
57209,461,Faulquemont,11
57210,170,Sarrebourg,20
57211,033,Metz,20
57212,033,Metz,20
57213,501,Bouzonville,20
57214,LUX,Luxembourg (partie française),20
57215,000,Commune hors attraction des villes,30
57216,000,Commune hors attraction des villes,30
57217,033,Metz,20
57218,033,Metz,20
57219,033,Metz,20
57220,033,Metz,20
57221,LUX,Luxembourg (partie française),13
57222,197,Forbach (partie française),20
57224,178,Saint-Avold (partie française),20
57225,033,Metz,20
57226,LUX,Luxembourg (partie française),20
57227,197,Forbach (partie française),11
57228,020,Nancy,20
57229,170,Sarrebourg,20
57230,033,Metz,20
57231,033,Metz,20
57232,000,Commune hors attraction des villes,30
57233,170,Sarrebourg,20
57234,SAR,Sarrebruck (partie française),20
57235,501,Bouzonville,20
57236,033,Metz,20
57237,178,Saint-Avold (partie française),20
57238,000,Commune hors attraction des villes,30
57239,178,Saint-Avold (partie française),20
57240,322,Freyming-Merlebach (partie française),11
57241,170,Sarrebourg,20
57242,LUX,Luxembourg (partie française),20
57244,000,Commune hors attraction des villes,30
57245,LUX,Luxembourg (partie française),20
57246,527,Dieuze,20
57247,000,Commune hors attraction des villes,30
57248,000,Commune hors attraction des villes,30
57249,033,Metz,20
57250,000,Commune hors attraction des villes,30
57251,033,Metz,20
57252,033,Metz,20
57253,170,Sarrebourg,20
57254,033,Metz,20
57255,170,Sarrebourg,20
57256,033,Metz,20
57257,020,Nancy,20
57258,000,Commune hors attraction des villes,30
57259,000,Commune hors attraction des villes,30
57260,SAR,Sarrebruck (partie française),20
57261,121,Sarreguemines (partie française),20
57262,000,Commune hors attraction des villes,30
57263,121,Sarreguemines (partie française),20
57264,121,Sarreguemines (partie française),20
57265,527,Dieuze,20
57266,527,Dieuze,20
57267,121,Sarreguemines (partie française),20
57268,527,Dieuze,20
57269,LUX,Luxembourg (partie française),20
57270,527,Dieuze,20
57271,322,Freyming-Merlebach (partie française),20
57272,527,Dieuze,20
57273,000,Commune hors attraction des villes,30
57274,280,Creutzwald,20
57275,178,Saint-Avold (partie française),20
57276,033,Metz,20
57277,033,Metz,20
57278,527,Dieuze,20
57280,170,Sarrebourg,20
57281,541,Morhange,20
57282,LUX,Luxembourg (partie française),20
57283,033,Metz,20
57284,033,Metz,20
57286,LUX,Luxembourg (partie française),20
57287,LUX,Luxembourg (partie française),20
57288,280,Creutzwald,12
57289,121,Sarreguemines (partie française),20
57290,000,Commune hors attraction des villes,30
57291,000,Commune hors attraction des villes,30
57292,033,Metz,20
57293,033,Metz,20
57294,517,Bitche,20
57295,527,Dieuze,20
57296,280,Creutzwald,20
57297,541,Morhange,20
57298,170,Sarrebourg,20
57299,170,Sarrebourg,20
57300,000,Commune hors attraction des villes,30
57301,517,Bitche,20
57302,170,Sarrebourg,20
57303,033,Metz,20
57304,170,Sarrebourg,20
57305,LUX,Luxembourg (partie française),20
57306,LUX,Luxembourg (partie française),13
57307,033,Metz,20
57308,000,Commune hors attraction des villes,30
57309,000,Commune hors attraction des villes,30
57310,170,Sarrebourg,20
57311,000,Commune hors attraction des villes,30
57312,033,Metz,20
57313,033,Metz,20
57314,170,Sarrebourg,20
57315,170,Sarrebourg,20
57316,000,Commune hors attraction des villes,30
57317,170,Sarrebourg,20
57318,170,Sarrebourg,20
57319,033,Metz,20
57320,170,Sarrebourg,20
57321,170,Sarrebourg,20
57322,033,Metz,20
57323,LUX,Luxembourg (partie française),20
57324,170,Sarrebourg,20
57325,121,Sarreguemines (partie française),20
57326,033,Metz,20
57328,033,Metz,20
57329,501,Bouzonville,20
57330,121,Sarreguemines (partie française),20
57331,000,Commune hors attraction des villes,30
57332,322,Freyming-Merlebach (partie française),12
57333,170,Sarrebourg,20
57334,170,Sarrebourg,20
57335,000,Commune hors attraction des villes,30
57336,178,Saint-Avold (partie française),20
57337,000,Commune hors attraction des villes,30
57338,000,Commune hors attraction des villes,30
57339,010,Strasbourg (partie française),20
57340,121,Sarreguemines (partie française),20
57341,LUX,Luxembourg (partie française),20
57342,170,Sarrebourg,20
57343,LUX,Luxembourg (partie française),20
57344,170,Sarrebourg,20
57345,LUX,Luxembourg (partie française),20
57346,000,Commune hors attraction des villes,30
57347,000,Commune hors attraction des villes,30
57348,121,Sarreguemines (partie française),20
57349,020,Nancy,20
57350,033,Metz,20
57351,033,Metz,20
57352,033,Metz,20
57353,527,Dieuze,20
57354,033,Metz,20
57355,121,Sarreguemines (partie française),20
57356,LUX,Luxembourg (partie française),20
57357,000,Commune hors attraction des villes,30
57358,LUX,Luxembourg (partie française),20
57359,000,Commune hors attraction des villes,30
57360,SAR,Sarrebruck (partie française),20
57361,LUX,Luxembourg (partie française),20
57362,170,Sarrebourg,20
57364,LUX,Luxembourg (partie française),20
57365,LUX,Luxembourg (partie française),20
57366,000,Commune hors attraction des villes,30
57367,LUX,Luxembourg (partie française),20
57368,LUX,Luxembourg (partie française),13
57370,LUX,Luxembourg (partie française),20
57371,LUX,Luxembourg (partie française),20
57372,LUX,Luxembourg (partie française),20
57373,178,Saint-Avold (partie française),20
57374,170,Sarrebourg,20
57375,000,Commune hors attraction des villes,30
57376,517,Bitche,20
57377,170,Sarrebourg,20
57379,541,Morhange,20
57380,170,Sarrebourg,20
57381,033,Metz,20
57382,170,Sarrebourg,20
57383,170,Sarrebourg,20
57384,178,Saint-Avold (partie française),20
57385,033,Metz,20
57386,178,Saint-Avold (partie française),20
57387,LUX,Luxembourg (partie française),20
57388,LUX,Luxembourg (partie française),20
57389,178,Saint-Avold (partie française),20
57390,000,Commune hors attraction des villes,30
57391,033,Metz,20
57392,033,Metz,20
57393,000,Commune hors attraction des villes,30
57394,000,Commune hors attraction des villes,30
57395,033,Metz,20
57396,033,Metz,20
57397,527,Dieuze,20
57398,000,Commune hors attraction des villes,30
57399,000,Commune hors attraction des villes,30
57401,541,Morhange,20
57402,517,Bitche,20
57403,033,Metz,20
57404,527,Dieuze,20
57405,527,Dieuze,20
57406,033,Metz,20
57407,170,Sarrebourg,20
57408,SAR,Sarrebruck (partie française),20
57409,178,Saint-Avold (partie française),20
57410,000,Commune hors attraction des villes,30
57411,LUX,Luxembourg (partie française),20
57412,033,Metz,12
57413,178,Saint-Avold (partie française),20
57414,170,Sarrebourg,20
57415,033,Metz,20
57416,033,Metz,20
57417,527,Dieuze,20
57418,170,Sarrebourg,20
57419,121,Sarreguemines (partie française),20
57421,000,Commune hors attraction des villes,30
57422,033,Metz,20
57423,033,Metz,20
57424,033,Metz,20
57425,033,Metz,20
57426,LUX,Luxembourg (partie française),20
57427,597,Phalsbourg,12
57428,178,Saint-Avold (partie française),20
57430,461,Faulquemont,20
57431,033,Metz,20
57433,033,Metz,20
57434,527,Dieuze,20
57436,020,Nancy,20
57437,LUX,Luxembourg (partie française),20
57438,033,Metz,20
57439,LUX,Luxembourg (partie française),20
57440,020,Nancy,20
57441,LUX,Luxembourg (partie française),20
57442,033,Metz,20
57443,033,Metz,20
57444,033,Metz,20
57445,033,Metz,20
57446,527,Dieuze,20
57447,033,Metz,20
57448,527,Dieuze,20
57449,033,Metz,20
57451,541,Morhange,20
57452,033,Metz,20
57453,178,Saint-Avold (partie française),20
57454,033,Metz,20
57455,033,Metz,20
57456,000,Commune hors attraction des villes,30
57457,501,Bouzonville,20
57459,LUX,Luxembourg (partie française),20
57460,000,Commune hors attraction des villes,30
57461,170,Sarrebourg,20
57462,000,Commune hors attraction des villes,30
57463,033,Metz,11
57464,LUX,Luxembourg (partie française),20
57465,LUX,Luxembourg (partie française),20
57466,121,Sarreguemines (partie française),20
57467,033,Metz,20
57468,000,Commune hors attraction des villes,30
57469,170,Sarrebourg,20
57470,000,Commune hors attraction des villes,30
57471,033,Metz,20
57472,033,Metz,20
57473,000,Commune hors attraction des villes,30
57474,LUX,Luxembourg (partie française),20
57475,LUX,Luxembourg (partie française),20
57476,000,Commune hors attraction des villes,30
57477,121,Sarreguemines (partie française),20
57478,000,Commune hors attraction des villes,30
57479,LUX,Luxembourg (partie française),20
57480,033,Metz,12
57481,033,Metz,20
57482,033,Metz,20
57483,541,Morhange,11
57484,197,Forbach (partie française),20
57485,000,Commune hors attraction des villes,30
57486,033,Metz,20
57487,033,Metz,20
57488,170,Sarrebourg,20
57489,000,Commune hors attraction des villes,30
57490,020,Nancy,20
57491,LUX,Luxembourg (partie française),20
57492,LUX,Luxembourg (partie française),20
57493,527,Dieuze,20
57494,000,Commune hors attraction des villes,30
57495,000,Commune hors attraction des villes,30
57496,000,Commune hors attraction des villes,30
57497,000,Commune hors attraction des villes,30
57498,LUX,Luxembourg (partie française),20
57499,121,Sarreguemines (partie française),20
57500,170,Sarrebourg,20
57501,000,Commune hors attraction des villes,30
57502,000,Commune hors attraction des villes,30
57504,170,Sarrebourg,20
57505,170,Sarrebourg,20
57506,170,Sarrebourg,20
57507,000,Commune hors attraction des villes,30
57508,LUX,Luxembourg (partie française),13
57509,170,Sarrebourg,20
57510,033,Metz,20
57511,033,Metz,20
57512,033,Metz,20
57513,000,Commune hors attraction des villes,30
57514,121,Sarreguemines (partie française),20
57515,033,Metz,20
57516,501,Bouzonville,20
57517,121,Sarreguemines (partie française),20
57518,170,Sarrebourg,20
57519,000,Commune hors attraction des villes,30
57520,000,Commune hors attraction des villes,30
57521,197,Forbach (partie française),20
57524,000,Commune hors attraction des villes,30
57525,033,Metz,20
57526,000,Commune hors attraction des villes,30
57527,033,Metz,20
57528,033,Metz,20
57529,LUX,Luxembourg (partie française),20
57530,033,Metz,20
57531,LUX,Luxembourg (partie française),20
57532,033,Metz,20
57533,033,Metz,20
57534,033,Metz,20
57535,121,Sarreguemines (partie française),20
57536,000,Commune hors attraction des villes,30
57537,SAR,Sarrebruck (partie française),20
57538,020,Nancy,20
57539,541,Morhange,20
57540,597,Phalsbourg,11
57541,000,Commune hors attraction des villes,30
57542,033,Metz,20
57543,033,Metz,20
57544,170,Sarrebourg,20
57545,033,Metz,20
57546,033,Metz,20
57547,033,Metz,20
57548,033,Metz,20
57549,178,Saint-Avold (partie française),20
57550,178,Saint-Avold (partie française),20
57551,170,Sarrebourg,20
57552,033,Metz,20
57553,033,Metz,20
57554,033,Metz,20
57555,033,Metz,20
57556,121,Sarreguemines (partie française),20
57557,LUX,Luxembourg (partie française),20
57558,000,Commune hors attraction des villes,30
57559,033,Metz,20
57560,541,Morhange,12
57561,121,Sarreguemines (partie française),20
57562,LUX,Luxembourg (partie française),20
57563,033,Metz,20
57564,170,Sarrebourg,20
57565,LUX,Luxembourg (partie française),20
57566,170,Sarrebourg,20
57567,501,Bouzonville,20
57568,121,Sarreguemines (partie française),20
57569,LUX,Luxembourg (partie française),20
57570,280,Creutzwald,20
57571,121,Sarreguemines (partie française),20
57572,033,Metz,20
57573,000,Commune hors attraction des villes,30
57574,LUX,Luxembourg (partie française),20
57575,033,Metz,20
57576,LUX,Luxembourg (partie française),20
57577,517,Bitche,20
57578,033,Metz,20
57579,170,Sarrebourg,20
57580,541,Morhange,20
57581,121,Sarreguemines (partie française),20
57582,LUX,Luxembourg (partie française),20
57583,170,Sarrebourg,20
57584,121,Sarreguemines (partie française),20
57586,LUX,Luxembourg (partie française),20
57587,541,Morhange,20
57588,LUX,Luxembourg (partie française),20
57589,121,Sarreguemines (partie française),20
57590,000,Commune hors attraction des villes,30
57591,317,Amnéville - Rombas,12
57592,170,Sarrebourg,20
57593,033,Metz,20
57594,517,Bitche,20
57595,170,Sarrebourg,20
57596,197,Forbach (partie française),20
57597,LUX,Luxembourg (partie française),20
57598,121,Sarreguemines (partie française),20
57599,033,Metz,20
57600,LUX,Luxembourg (partie française),20
57601,033,Metz,20
57602,LUX,Luxembourg (partie française),20
57603,LUX,Luxembourg (partie française),20
57604,LUX,Luxembourg (partie française),20
57605,033,Metz,20
57606,178,Saint-Avold (partie française),11
57607,033,Metz,20
57609,033,Metz,20
57610,000,Commune hors attraction des villes,30
57611,170,Sarrebourg,20
57612,033,Metz,20
57613,170,Sarrebourg,20
57614,000,Commune hors attraction des villes,30
57615,121,Sarreguemines (partie française),20
57616,033,Metz,12
57617,033,Metz,20
57618,170,Sarrebourg,20
57619,000,Commune hors attraction des villes,30
57620,033,Metz,20
57621,527,Dieuze,20
57622,033,Metz,20
57623,170,Sarrebourg,20
57624,033,Metz,20
57625,020,Nancy,20
57626,033,Metz,20
57627,033,Metz,20
57628,121,Sarreguemines (partie française),20
57629,170,Sarrebourg,20
57630,170,Sarrebourg,11
57631,121,Sarreguemines (partie française),11
57633,121,Sarreguemines (partie française),20
57634,033,Metz,20
57635,170,Sarrebourg,20
57636,121,Sarreguemines (partie française),20
57637,170,Sarrebourg,20
57638,SAR,Sarrebruck (partie française),20
57639,517,Bitche,20
57640,000,Commune hors attraction des villes,30
57641,000,Commune hors attraction des villes,30
57642,033,Metz,20
57643,033,Metz,20
57644,508,Farébersviller,12
57645,033,Metz,20
57647,LUX,Luxembourg (partie française),13
57648,033,Metz,20
57649,033,Metz,20
57650,LUX,Luxembourg (partie française),20
57651,517,Bitche,20
57652,033,Metz,20
57653,033,Metz,20
57654,033,Metz,20
57655,033,Metz,20
57656,033,Metz,20
57657,000,Commune hors attraction des villes,30
57658,000,Commune hors attraction des villes,30
57659,SAR,Sarrebruck (partie française),20
57660,SAR,Sarrebruck (partie française),20
57661,000,Commune hors attraction des villes,30
57662,033,Metz,20
57663,033,Metz,20
57664,527,Dieuze,20
57665,197,Forbach (partie française),20
57666,LUX,Luxembourg (partie française),20
57667,000,Commune hors attraction des villes,30
57668,178,Saint-Avold (partie française),20
57669,197,Forbach (partie française),20
57670,033,Metz,20
57671,033,Metz,20
57672,LUX,Luxembourg (partie française),20
57673,033,Metz,20
57674,033,Metz,20
57675,000,Commune hors attraction des villes,30
57676,033,Metz,20
57677,033,Metz,20
57678,LUX,Luxembourg (partie française),20
57679,178,Saint-Avold (partie française),20
57680,170,Sarrebourg,20
57681,000,Commune hors attraction des villes,30
57682,000,Commune hors attraction des villes,30
57683,LUX,Luxembourg (partie française),13
57684,178,Saint-Avold (partie française),20
57685,000,Commune hors attraction des villes,30
57686,461,Faulquemont,20
57687,541,Morhange,20
57689,LUX,Luxembourg (partie française),20
57690,178,Saint-Avold (partie française),20
57691,501,Bouzonville,20
57692,000,Commune hors attraction des villes,30
57693,033,Metz,20
57694,033,Metz,20
57695,033,Metz,20
57696,178,Saint-Avold (partie française),20
57697,170,Sarrebourg,20
57698,033,Metz,20
57700,501,Bouzonville,20
57701,033,Metz,20
57702,000,Commune hors attraction des villes,30
57703,000,Commune hors attraction des villes,30
57704,LUX,Luxembourg (partie française),20
57705,000,Commune hors attraction des villes,30
57706,527,Dieuze,20
57707,033,Metz,20
57708,033,Metz,20
57709,000,Commune hors attraction des villes,30
57711,537,Sarre-Union,20
57712,020,Nancy,20
57713,170,Sarrebourg,20
57714,000,Commune hors attraction des villes,30
57715,033,Metz,20
57716,033,Metz,20
57717,461,Faulquemont,20
57718,033,Metz,20
57719,000,Commune hors attraction des villes,30
57720,000,Commune hors attraction des villes,30
57721,000,Commune hors attraction des villes,30
57723,541,Morhange,20
57724,LUX,Luxembourg (partie française),20
57725,000,Commune hors attraction des villes,30
57726,033,Metz,20
57727,033,Metz,20
57728,033,Metz,20
57730,033,Metz,20
57731,LUX,Luxembourg (partie française),20
57732,000,Commune hors attraction des villes,30
57733,LUX,Luxembourg (partie française),20
57734,170,Sarrebourg,20
57736,033,Metz,20
57737,033,Metz,20
57738,000,Commune hors attraction des villes,30
57739,000,Commune hors attraction des villes,30
57740,000,Commune hors attraction des villes,30
57741,000,Commune hors attraction des villes,30
57742,170,Sarrebourg,20
57743,170,Sarrebourg,20
57745,121,Sarreguemines (partie française),20
57746,121,Sarreguemines (partie française),20
57747,000,Commune hors attraction des villes,30
57748,121,Sarreguemines (partie française),20
57749,000,Commune hors attraction des villes,30
57750,121,Sarreguemines (partie française),20
57751,033,Metz,12
57752,121,Sarreguemines (partie française),20
57753,541,Morhange,20
57754,000,Commune hors attraction des villes,30
57755,033,Metz,20
57756,170,Sarrebourg,20
57757,LUX,Luxembourg (partie française),20
57759,541,Morhange,20
57760,121,Sarreguemines (partie française),20
57761,000,Commune hors attraction des villes,30
57762,000,Commune hors attraction des villes,30
57763,527,Dieuze,20
57764,LUX,Luxembourg (partie française),20
57765,178,Saint-Avold (partie française),20
57767,LUX,Luxembourg (partie française),20
58001,000,Commune hors attraction des villes,30
58002,254,Cosne-Cours-sur-Loire,20
58003,000,Commune hors attraction des villes,30
58004,000,Commune hors attraction des villes,30
58005,383,Clamecy,20
58006,097,Nevers,20
58007,254,Cosne-Cours-sur-Loire,20
58008,000,Commune hors attraction des villes,30
58009,000,Commune hors attraction des villes,30
58010,000,Commune hors attraction des villes,30
58011,383,Clamecy,20
58012,254,Cosne-Cours-sur-Loire,20
58013,000,Commune hors attraction des villes,30
58014,000,Commune hors attraction des villes,30
58015,383,Clamecy,20
58016,383,Clamecy,20
58017,000,Commune hors attraction des villes,30
58018,000,Commune hors attraction des villes,30
58019,000,Commune hors attraction des villes,30
58020,370,Decize,20
58021,097,Nevers,20
58023,000,Commune hors attraction des villes,30
58024,000,Commune hors attraction des villes,30
58025,097,Nevers,20
58026,000,Commune hors attraction des villes,30
58027,097,Nevers,20
58028,097,Nevers,20
58029,383,Clamecy,20
58030,097,Nevers,20
58031,097,Nevers,20
58032,383,Clamecy,20
58033,254,Cosne-Cours-sur-Loire,20
58034,000,Commune hors attraction des villes,30
58035,097,Nevers,20
58036,000,Commune hors attraction des villes,30
58037,000,Commune hors attraction des villes,30
58038,383,Clamecy,20
58039,383,Clamecy,20
58040,000,Commune hors attraction des villes,30
58041,000,Commune hors attraction des villes,30
58042,254,Cosne-Cours-sur-Loire,20
58043,000,Commune hors attraction des villes,30
58044,254,Cosne-Cours-sur-Loire,20
58045,097,Nevers,20
58046,000,Commune hors attraction des villes,30
58047,000,Commune hors attraction des villes,30
58048,254,Cosne-Cours-sur-Loire,20
58049,279,Avallon,20
58050,000,Commune hors attraction des villes,30
58051,097,Nevers,20
58052,000,Commune hors attraction des villes,30
58053,000,Commune hors attraction des villes,30
58054,000,Commune hors attraction des villes,30
58055,370,Decize,20
58056,097,Nevers,20
58057,122,Moulins,20
58058,383,Clamecy,20
58059,563,La Charité-sur-Loire,11
58060,370,Decize,20
58061,097,Nevers,20
