CODGEO,AAV2020,LIBAAV2020,CATEAAV2020
02549,094,Saint-Quentin,20
02550,136,Laon,20
02551,128,Soissons,20
02552,094,Saint-Quentin,20
02553,036,Reims,20
02554,209,Château-Thierry,20
02555,001,Paris,20
02556,000,Commune hors attraction des villes,30
02557,001,Paris,20
02558,494,Le Nouvion-en-Thiérache,11
02559,000,Commune hors attraction des villes,30
02560,283,Tergnier,20
02561,136,Laon,20
02562,128,Soissons,20
02563,466,Guise,20
02564,128,Soissons,20
02565,036,Reims,20
02566,273,Chauny,20
02567,308,Hirson,20
02568,001,Paris,20
02569,494,Le Nouvion-en-Thiérache,20
02570,450,Ham,20
02571,094,Saint-Quentin,20
02572,036,Reims,20
02573,136,Laon,20
02574,308,Hirson,20
02575,094,Saint-Quentin,20
02576,128,Soissons,20
02577,128,Soissons,20
02578,036,Reims,20
02579,000,Commune hors attraction des villes,30
02580,209,Château-Thierry,20
02581,036,Reims,20
02582,000,Commune hors attraction des villes,30
02583,136,Laon,20
02584,000,Commune hors attraction des villes,30
02585,128,Soissons,20
02586,000,Commune hors attraction des villes,30
02587,136,Laon,20
02588,036,Reims,20
02589,136,Laon,20
02590,545,Montmirail,20
02591,136,Laon,20
02592,094,Saint-Quentin,20
02593,128,Soissons,20
02594,001,Paris,20
02595,000,Commune hors attraction des villes,30
02596,001,Paris,20
02598,128,Soissons,20
02599,273,Chauny,20
02600,136,Laon,20
02601,036,Reims,20
02602,000,Commune hors attraction des villes,30
02604,450,Ham,20
02605,094,Saint-Quentin,20
02606,000,Commune hors attraction des villes,30
02607,128,Soissons,20
02608,000,Commune hors attraction des villes,30
02609,136,Laon,20
02610,128,Soissons,20
02612,000,Commune hors attraction des villes,30
02613,036,Reims,20
02614,094,Saint-Quentin,20
02615,094,Saint-Quentin,20
02616,128,Soissons,20
02617,136,Laon,20
02618,571,Bohain-en-Vermandois,20
02619,000,Commune hors attraction des villes,30
02620,000,Commune hors attraction des villes,30
02621,136,Laon,20
02622,001,Paris,20
02623,562,Vervins,20
02624,466,Guise,20
02625,466,Guise,20
02626,036,Reims,20
02627,036,Reims,20
02628,001,Paris,20
02629,000,Commune hors attraction des villes,30
02631,000,Commune hors attraction des villes,30
02632,000,Commune hors attraction des villes,30
02633,036,Reims,20
02634,000,Commune hors attraction des villes,30
02635,094,Saint-Quentin,20
02636,094,Saint-Quentin,20
02637,094,Saint-Quentin,20
02638,136,Laon,20
02639,094,Saint-Quentin,20
02640,094,Saint-Quentin,20
02641,000,Commune hors attraction des villes,30
02642,000,Commune hors attraction des villes,30
02643,128,Soissons,20
02644,001,Paris,20
02645,209,Château-Thierry,20
02647,000,Commune hors attraction des villes,30
02648,094,Saint-Quentin,20
02649,209,Château-Thierry,20
02650,000,Commune hors attraction des villes,30
02651,136,Laon,20
02652,000,Commune hors attraction des villes,30
02653,001,Paris,20
02654,466,Guise,20
02655,000,Commune hors attraction des villes,30
02656,036,Reims,20
02657,562,Vervins,20
02658,094,Saint-Quentin,20
02659,094,Saint-Quentin,20
02660,000,Commune hors attraction des villes,30
02661,136,Laon,20
02662,000,Commune hors attraction des villes,30
02663,128,Soissons,20
02664,001,Paris,20
02665,000,Commune hors attraction des villes,30
02666,000,Commune hors attraction des villes,30
02667,128,Soissons,20
02668,000,Commune hors attraction des villes,30
02670,000,Commune hors attraction des villes,30
02671,000,Commune hors attraction des villes,30
02672,128,Soissons,20
02673,000,Commune hors attraction des villes,30
02674,000,Commune hors attraction des villes,30
02675,036,Reims,20
02676,136,Laon,20
02677,209,Château-Thierry,20
02678,000,Commune hors attraction des villes,30
02679,001,Paris,20
02680,000,Commune hors attraction des villes,30
02681,562,Vervins,20
02682,000,Commune hors attraction des villes,30
02683,000,Commune hors attraction des villes,30
02684,308,Hirson,20
02685,136,Laon,20
02686,273,Chauny,20
02687,128,Soissons,20
02688,562,Vervins,20
02689,136,Laon,20
02690,000,Commune hors attraction des villes,30
02691,094,Saint-Quentin,11
02693,000,Commune hors attraction des villes,30
02694,094,Saint-Quentin,20
02696,036,Reims,20
02697,136,Laon,20
02698,128,Soissons,20
02699,209,Château-Thierry,20
02701,001,Paris,20
02702,094,Saint-Quentin,20
02703,094,Saint-Quentin,20
02704,000,Commune hors attraction des villes,30
02705,000,Commune hors attraction des villes,30
02706,128,Soissons,20
02707,000,Commune hors attraction des villes,30
02708,094,Saint-Quentin,20
02709,000,Commune hors attraction des villes,30
02710,094,Saint-Quentin,20
02711,128,Soissons,20
02712,209,Château-Thierry,20
02713,209,Château-Thierry,20
02714,128,Soissons,20
02715,036,Reims,20
02716,283,Tergnier,20
02717,094,Saint-Quentin,20
02718,001,Paris,20
02719,273,Chauny,20
02720,000,Commune hors attraction des villes,30
02721,094,Saint-Quentin,20
02722,128,Soissons,11
02723,000,Commune hors attraction des villes,30
02724,209,Château-Thierry,20
02725,000,Commune hors attraction des villes,30
02726,450,Ham,20
02727,136,Laon,20
02728,000,Commune hors attraction des villes,30
02729,001,Paris,20
02730,000,Commune hors attraction des villes,30
02731,000,Commune hors attraction des villes,30
02732,000,Commune hors attraction des villes,30
02734,001,Paris,20
02735,000,Commune hors attraction des villes,30
02736,128,Soissons,20
02737,000,Commune hors attraction des villes,30
02738,283,Tergnier,11
02739,128,Soissons,20
02740,562,Vervins,20
02741,094,Saint-Quentin,20
02742,000,Commune hors attraction des villes,30
02743,000,Commune hors attraction des villes,30
02744,001,Paris,20
02745,136,Laon,20
02746,283,Tergnier,20
02747,094,Saint-Quentin,20
02748,000,Commune hors attraction des villes,30
02749,001,Paris,20
02750,000,Commune hors attraction des villes,30
02751,136,Laon,20
02752,094,Saint-Quentin,20
02753,466,Guise,20
02754,273,Chauny,20
02755,136,Laon,20
02756,094,Saint-Quentin,20
02757,466,Guise,20
02758,128,Soissons,20
02759,562,Vervins,20
02760,000,Commune hors attraction des villes,30
02761,036,Reims,20
02762,128,Soissons,20
02763,128,Soissons,20
02764,036,Reims,20
02765,136,Laon,20
02766,128,Soissons,20
02767,128,Soissons,20
02768,128,Soissons,20
02769,000,Commune hors attraction des villes,30
02770,128,Soissons,20
02772,094,Saint-Quentin,20
02773,000,Commune hors attraction des villes,30
02774,094,Saint-Quentin,20
02775,094,Saint-Quentin,20
02776,094,Saint-Quentin,20
02777,001,Paris,20
02778,000,Commune hors attraction des villes,30
02779,000,Commune hors attraction des villes,30
02780,128,Soissons,20
02781,209,Château-Thierry,20
02782,094,Saint-Quentin,20
02783,466,Guise,20
02784,000,Commune hors attraction des villes,30
02785,094,Saint-Quentin,20
02786,000,Commune hors attraction des villes,30
02787,136,Laon,20
02788,136,Laon,20
02789,562,Vervins,11
02790,136,Laon,20
02791,136,Laon,20
02792,001,Paris,20
02793,128,Soissons,20
02794,036,Reims,20
02795,000,Commune hors attraction des villes,30
02796,209,Château-Thierry,20
02797,036,Reims,20
02798,001,Paris,20
02799,128,Soissons,20
02800,001,Paris,20
02801,000,Commune hors attraction des villes,30
02802,000,Commune hors attraction des villes,30
02803,036,Reims,20
02804,128,Soissons,20
02805,128,Soissons,20
02806,000,Commune hors attraction des villes,30
02807,273,Chauny,20
02808,094,Saint-Quentin,20
02809,036,Reims,20
02810,001,Paris,20
02812,000,Commune hors attraction des villes,30
02813,094,Saint-Quentin,20
02814,466,Guise,20
02815,094,Saint-Quentin,20
02816,209,Château-Thierry,20
02817,036,Reims,20
02818,001,Paris,20
02819,000,Commune hors attraction des villes,30
02820,273,Chauny,20
02821,136,Laon,20
02822,001,Paris,20
02823,562,Vervins,20
02824,136,Laon,20
02826,562,Vervins,20
02827,136,Laon,20
02828,128,Soissons,20
02829,128,Soissons,20
02830,000,Commune hors attraction des villes,30
02831,308,Hirson,20
02832,466,Guise,20
02833,308,Hirson,20
02834,136,Laon,20
03001,110,Vichy,20
03002,122,Moulins,20
03003,000,Commune hors attraction des villes,30
03004,600,Lapalisse,20
03005,109,Montluçon,20
03006,000,Commune hors attraction des villes,30
03007,109,Montluçon,20
03008,110,Vichy,20
03009,122,Moulins,20
03010,109,Montluçon,20
03011,122,Moulins,20
03012,122,Moulins,20
03013,122,Moulins,20
03014,000,Commune hors attraction des villes,30
03015,122,Moulins,20
03016,000,Commune hors attraction des villes,30
03017,600,Lapalisse,20
03018,460,Saint-Pourçain-sur-Sioule,20
03019,122,Moulins,20
03020,000,Commune hors attraction des villes,30
03021,530,Gannat,20
03022,000,Commune hors attraction des villes,30
03023,110,Vichy,20
03024,000,Commune hors attraction des villes,30
03025,122,Moulins,20
03026,122,Moulins,20
03027,109,Montluçon,20
03028,110,Vichy,20
03029,110,Vichy,20
03030,110,Vichy,20
03031,109,Montluçon,20
03032,000,Commune hors attraction des villes,30
03033,110,Vichy,20
03034,000,Commune hors attraction des villes,30
03035,000,Commune hors attraction des villes,30
03036,122,Moulins,20
03037,300,Saint-Amand-Montrond,20
03038,460,Saint-Pourçain-sur-Sioule,20
03039,122,Moulins,20
03040,122,Moulins,20
03041,000,Commune hors attraction des villes,30
03042,110,Vichy,20
03043,000,Commune hors attraction des villes,30
03044,110,Vichy,20
03045,110,Vichy,20
03046,000,Commune hors attraction des villes,30
03047,000,Commune hors attraction des villes,30
03048,000,Commune hors attraction des villes,30
03049,460,Saint-Pourçain-sur-Sioule,20
03050,000,Commune hors attraction des villes,30
03051,109,Montluçon,20
03052,109,Montluçon,20
03053,000,Commune hors attraction des villes,30
03054,122,Moulins,20
03055,109,Montluçon,20
03056,110,Vichy,20
03057,122,Moulins,20
03058,000,Commune hors attraction des villes,30
03059,460,Saint-Pourçain-sur-Sioule,20
03060,110,Vichy,20
03061,530,Gannat,20
03062,000,Commune hors attraction des villes,30
03063,416,Digoin,20
03064,000,Commune hors attraction des villes,30
03065,122,Moulins,20
03066,000,Commune hors attraction des villes,30
03067,000,Commune hors attraction des villes,30
03068,600,Lapalisse,20
03069,122,Moulins,20
03070,000,Commune hors attraction des villes,30
03071,000,Commune hors attraction des villes,30
03072,109,Montluçon,20
03073,122,Moulins,20
03074,122,Moulins,20
03075,000,Commune hors attraction des villes,30
03076,122,Moulins,20
03077,000,Commune hors attraction des villes,30
03078,000,Commune hors attraction des villes,30
03079,000,Commune hors attraction des villes,30
03080,110,Vichy,20
03081,109,Montluçon,20
03082,109,Montluçon,20
03083,122,Moulins,20
03084,000,Commune hors attraction des villes,30
03085,122,Moulins,20
03086,416,Digoin,20
03087,000,Commune hors attraction des villes,30
03088,109,Montluçon,20
03089,000,Commune hors attraction des villes,30
03090,122,Moulins,20
03091,110,Vichy,20
03092,122,Moulins,20
03093,110,Vichy,20
03094,110,Vichy,20
03095,110,Vichy,12
03096,460,Saint-Pourçain-sur-Sioule,20
03097,109,Montluçon,20
03098,109,Montluçon,20
03099,000,Commune hors attraction des villes,30
03100,627,Dompierre-sur-Besbre,20
03101,109,Montluçon,20
03102,627,Dompierre-sur-Besbre,11
03103,000,Commune hors attraction des villes,30
03104,109,Montluçon,20
03105,600,Lapalisse,20
03106,109,Montluçon,20
03107,000,Commune hors attraction des villes,30
03108,000,Commune hors attraction des villes,30
03109,110,Vichy,20
03110,110,Vichy,20
03111,109,Montluçon,20
03112,000,Commune hors attraction des villes,30
03113,110,Vichy,20
03114,122,Moulins,20
03115,460,Saint-Pourçain-sur-Sioule,20
03116,000,Commune hors attraction des villes,30
03117,000,Commune hors attraction des villes,30
03118,530,Gannat,11
03119,122,Moulins,20
03120,122,Moulins,20
03121,122,Moulins,20
03122,122,Moulins,20
03124,122,Moulins,20
03125,000,Commune hors attraction des villes,30
03126,110,Vichy,20
03127,000,Commune hors attraction des villes,30
03128,109,Montluçon,20
03129,109,Montluçon,20
03130,000,Commune hors attraction des villes,30
03131,110,Vichy,20
03132,000,Commune hors attraction des villes,30
03133,530,Gannat,20
03134,460,Saint-Pourçain-sur-Sioule,20
03135,000,Commune hors attraction des villes,30
03136,109,Montluçon,20
03137,000,Commune hors attraction des villes,30
03138,600,Lapalisse,11
03139,000,Commune hors attraction des villes,30
03140,109,Montluçon,20
03141,110,Vichy,20
03142,000,Commune hors attraction des villes,30
03143,300,Saint-Amand-Montrond,20
03144,000,Commune hors attraction des villes,30
03145,109,Montluçon,20
03146,000,Commune hors attraction des villes,30
03147,000,Commune hors attraction des villes,30
03148,460,Saint-Pourçain-sur-Sioule,20
03149,460,Saint-Pourçain-sur-Sioule,20
03150,000,Commune hors attraction des villes,30
03151,000,Commune hors attraction des villes,30
03152,000,Commune hors attraction des villes,30
03154,336,Paray-le-Monial,20
03155,000,Commune hors attraction des villes,30
03156,122,Moulins,20
03157,110,Vichy,20
03158,109,Montluçon,20
03159,109,Montluçon,20
03160,110,Vichy,20
03161,000,Commune hors attraction des villes,30
03162,122,Moulins,20
03163,110,Vichy,20
03164,530,Gannat,20
03165,000,Commune hors attraction des villes,30
03166,530,Gannat,20
03167,109,Montluçon,20
03168,000,Commune hors attraction des villes,30
03169,122,Moulins,20
03170,122,Moulins,20
03171,122,Moulins,20
03172,109,Montluçon,20
03173,416,Digoin,20
03174,110,Vichy,20
03175,000,Commune hors attraction des villes,30
03176,122,Moulins,20
03177,000,Commune hors attraction des villes,30
03178,000,Commune hors attraction des villes,30
03179,000,Commune hors attraction des villes,30
03180,122,Moulins,20
03181,000,Commune hors attraction des villes,30
03182,110,Vichy,20
03183,000,Commune hors attraction des villes,30
03184,122,Moulins,20
03185,109,Montluçon,11
03186,000,Commune hors attraction des villes,30
03187,635,Varennes-sur-Allier,20
03188,460,Saint-Pourçain-sur-Sioule,20
03189,109,Montluçon,20
03190,122,Moulins,11
03191,000,Commune hors attraction des villes,30
03192,000,Commune hors attraction des villes,30
03193,109,Montluçon,20
03194,000,Commune hors attraction des villes,30
03195,109,Montluçon,20
03196,000,Commune hors attraction des villes,30
03197,122,Moulins,20
03198,000,Commune hors attraction des villes,30
03200,122,Moulins,20
03201,110,Vichy,20
03202,122,Moulins,20
03203,122,Moulins,20
03204,460,Saint-Pourçain-sur-Sioule,20
03205,110,Vichy,20
03206,000,Commune hors attraction des villes,30
03207,627,Dompierre-sur-Besbre,20
03208,000,Commune hors attraction des villes,30
03209,530,Gannat,20
03210,000,Commune hors attraction des villes,30
03211,109,Montluçon,20
03212,109,Montluçon,20
03213,109,Montluçon,20
03214,000,Commune hors attraction des villes,30
03215,635,Varennes-sur-Allier,20
03216,109,Montluçon,20
03217,109,Montluçon,20
03218,000,Commune hors attraction des villes,30
03219,000,Commune hors attraction des villes,30
03220,000,Commune hors attraction des villes,30
03221,000,Commune hors attraction des villes,30
03222,000,Commune hors attraction des villes,30
03223,110,Vichy,20
03224,000,Commune hors attraction des villes,30
03225,109,Montluçon,20
03226,000,Commune hors attraction des villes,30
03227,110,Vichy,20
03228,000,Commune hors attraction des villes,30
03229,122,Moulins,20
03230,110,Vichy,20
03231,000,Commune hors attraction des villes,30
03232,110,Vichy,20
03233,109,Montluçon,20
03234,122,Moulins,20
03235,110,Vichy,20
03236,110,Vichy,20
03237,000,Commune hors attraction des villes,30
03238,000,Commune hors attraction des villes,30
03239,000,Commune hors attraction des villes,30
03240,000,Commune hors attraction des villes,30
03241,122,Moulins,20
03242,122,Moulins,20
03243,000,Commune hors attraction des villes,30
03244,000,Commune hors attraction des villes,30
03245,514,Bourbon-Lancy,20
03246,109,Montluçon,20
03247,122,Moulins,20
03248,000,Commune hors attraction des villes,30
03249,109,Montluçon,20
03250,079,Roanne,20
03251,122,Moulins,20
03252,110,Vichy,20
03253,122,Moulins,20
03254,460,Saint-Pourçain-sur-Sioule,11
03255,530,Gannat,20
03256,000,Commune hors attraction des villes,30
03257,600,Lapalisse,20
03258,110,Vichy,20
03259,109,Montluçon,20
03260,000,Commune hors attraction des villes,30
03261,109,Montluçon,20
03262,109,Montluçon,20
03263,122,Moulins,20
03264,110,Vichy,20
03265,000,Commune hors attraction des villes,30
03266,110,Vichy,20
03267,460,Saint-Pourçain-sur-Sioule,20
03268,110,Vichy,20
03269,109,Montluçon,20
03270,000,Commune hors attraction des villes,30
03271,110,Vichy,20
03272,600,Lapalisse,20
03273,110,Vichy,20
03274,000,Commune hors attraction des villes,30
03275,122,Moulins,20
03276,000,Commune hors attraction des villes,30
03277,000,Commune hors attraction des villes,30
03278,000,Commune hors attraction des villes,30
03279,109,Montluçon,20
03280,109,Montluçon,20
03281,122,Moulins,20
03282,000,Commune hors attraction des villes,30
03283,122,Moulins,20
03284,000,Commune hors attraction des villes,30
03285,000,Commune hors attraction des villes,30
03286,122,Moulins,20
03287,122,Moulins,20
03288,109,Montluçon,20
03289,122,Moulins,20
03290,122,Moulins,20
03291,600,Lapalisse,20
03292,000,Commune hors attraction des villes,30
03293,300,Saint-Amand-Montrond,20
03294,000,Commune hors attraction des villes,30
03295,000,Commune hors attraction des villes,30
03296,000,Commune hors attraction des villes,30
03297,109,Montluçon,20
03298,635,Varennes-sur-Allier,11
03299,600,Lapalisse,20
03300,000,Commune hors attraction des villes,30
03301,109,Montluçon,20
03302,000,Commune hors attraction des villes,30
03303,109,Montluçon,20
03304,110,Vichy,20
03305,109,Montluçon,20
03306,110,Vichy,20
03307,460,Saint-Pourçain-sur-Sioule,20
03308,000,Commune hors attraction des villes,30
03309,000,Commune hors attraction des villes,30
03310,110,Vichy,11
03311,000,Commune hors attraction des villes,30
03312,000,Commune hors attraction des villes,30
03313,000,Commune hors attraction des villes,30
03314,109,Montluçon,20
03315,000,Commune hors attraction des villes,30
03316,122,Moulins,20
03317,109,Montluçon,20
03319,000,Commune hors attraction des villes,30
03320,000,Commune hors attraction des villes,30
03321,122,Moulins,12
04001,251,Digne-les-Bains,20
04004,137,Manosque,20
04005,000,Commune hors attraction des villes,30
04006,000,Commune hors attraction des villes,30
04007,000,Commune hors attraction des villes,30
04008,000,Commune hors attraction des villes,30
04009,251,Digne-les-Bains,20
04012,000,Commune hors attraction des villes,30
04013,343,Sisteron,20
04016,000,Commune hors attraction des villes,30
04017,251,Digne-les-Bains,20
04018,000,Commune hors attraction des villes,30
04019,564,Barcelonnette,11
04020,251,Digne-les-Bains,20
