AAV2020;LIBAAV2020;TAAV2017;TDAAV2017;NB_COM;AAV;pop20;surfcom2023;artif_total;artif_par_hab;art22act23;art22hab23;ratio_act_hab;densite_pop;mepart1420;artpop1420;categorie_taille
533;Pontorson;1;11;5;533;7696;133858509;798411;487.66663370701735;0;25497;0.0;0.47749356353104855;-2.8779999999999997;-4627.849999999999;Petite
534;Brienne-le-Château;1;11;30;534;7415;321903408;324714;2032.0931535789787;2772;11674;0.0;0.17622180608621837;5.932333333333334;-841.42;Petite
535;Brou;1;11;7;535;7464;187499881;552507;679.844950856172;8000;31213;0.6150061500615006;0.44862843779221934;-52.284285714285716;-4974.389999999999;Petite
536;Saint-Vincent-de-Tyrosse;1;11;1;536;7798;20855473;318853;40.889074121569635;0;7899;0.0;3.739066479096398;51.75;1018.62;Petite
537;Sarre-Union;1;11;12;537;7502;126332677;269772;505.5030419236087;12377;19010;1.0685812627343236;0.5793263404978525;-8.58;1458.31;Petite
538;Pluvigner;1;11;1;538;7657;83010218;801142;104.62870575943582;0;21507;0.0;0.922416563223578;8.25;750.84;Petite
539;Argenton-sur-Creuse;1;11;7;539;7420;131871355;867976;1081.1148223201915;5130;22175;0.1278600269179004;0.48678041717180454;0.4228571428571429;14856.14;Petite
540;Propriano;1;11;13;540;7477;239470571;1243399;3401.799178531959;0;80206;0.0;0.2989961852848047;0.9215384615384619;-36127.61;Petite
541;Morhange;1;11;22;541;7365;175228791;1524228;8882.392468984892;261;19696;0.011659072634682391;0.3498163152818653;-5.696363636363636;-2363.2200000000003;Petite
542;Thiviers;1;11;10;542;7473;200065656;708337;1139.8082891954623;1520;18713;0.04633016337478663;0.3655529458138632;1.568;-14015.88;Petite
543;Eauze;1;11;12;543;7522;251350870;1515546;2941.0055138708763;11907;69787;0.3682308848794256;0.24088814642307335;-2.5183333333333335;-11753.349999999999;Petite
544;Machecoul-Saint-Même;1;11;1;544;7626;85617732;2263440;296.80566483084186;3625;3162;1.146426312460468;0.890703341686276;4.19;6012.06;Petite
545;Montmirail;1;11;19;545;7463;284698336;472610;1396.6047003140552;1200;861;0.0;0.19912201889792996;17.827894736842104;1139.73;Petite
546;Langeac;1;11;14;546;7117;266573559;448940;1027.428254461149;0;33959;0.0;0.21102318934410533;6.09142857142857;-365.1700000000001;Petite
547;Fruges;1;11;22;547;7370;182216010;792351;2805.0840283212387;1860;6549;0.0;0.3606001426095356;-18.050454545454546;-8494.519999999999;Petite
548;Saint-Mihiel;1;11;17;548;7251;238743305;329207;1475.4825970697657;505;1981;0.202;0.24230150998170116;-96.36764705882354;7399.109999999999;Petite
549;Cavalaire-sur-Mer;1;11;1;549;7642;16937445;166992;21.85187123789584;0;5731;0.0;4.511896569996242;66.25;108.45;Petite
550;Morzine;1;11;8;550;7576;176484321;694560;699.1654812656784;3129;26209;0.10087040618955512;0.42545847048020763;32.875;3310.9199999999996;Petite
551;Josselin;1;11;4;551;7216;162956675;983761;501.9034706194559;24;43304;0.0030721966205837174;1.6637121319886714;-1.0125000000000002;-1990.2599999999998;Petite
552;Charmes;1;11;10;552;7210;99148257;681821;682.0960738060533;4451;10164;0.35437898089171976;0.6041076339967748;41.583;-2527.620000000001;Petite
553;Thizy-les-Bourgs;1;11;2;553;7151;55891875;576273;191.51727543234227;410;56032;0.0;1.196578337616596;4.1850000000000005;173.55000000000007;Petite
554;La Loupe;1;11;8;554;7118;95047265;475474;633.4131082661524;617;28818;0.005030492776310211;0.9337167235383071;-25.877499999999998;2424.11;Petite
555;Saint-Satur - Sancerre;1;11;14;555;6988;205210780;688485;1764.308253670078;5147;28565;0.0;0.44696501014982637;-10.275714285714285;-16627.5;Petite
556;Pleslin-Trigavou;1;11;2;556;7823;63840756;800602;204.4486329191837;0;20375;0.0;1.3530247942868967;16.365000000000002;805.3299999999999;Petite
557;Locminé;1;11;2;557;7331;36193761;787283;245.45034226929374;0;26445;0.0;5.144995779579759;10.15;-30952.98;Petite
558;Uzerche;1;11;8;558;7112;232920609;1233691;1420.5870172119025;0;30533;0.0;0.3205459650707522;-2.96;8894.76;Petite
559;Rouffach;1;11;2;559;6566;60124261;307279;96.56059554217788;0;7582;0.0;1.1145723461661272;-31.57;7361.58;Petite
560;Gaillon;1;11;1;560;6833;10363761;79079;11.573101126884238;0;0;;6.593166322534841;-2.59;-136.77;Petite
561;Longué-Jumelles;1;11;2;561;6881;101730948;497224;236.55232974128;12902;9487;0.9175081780685536;0.46757953794350476;-2.225;-2772.21;Petite
562;Vervins;1;11;21;562;6843;178256667;461475;1218.333474581778;419;2114;0.0;0.3710911520974897;0.2904761904761893;-6950.32;Petite
563;La Charité-sur-Loire;1;11;4;563;6594;103535070;286227;240.57372300681007;0;21297;0.0;0.9138002328617947;-9.655000000000001;-687.19;Petite
564;Barcelonnette;1;11;11;564;6679;888174950;458729;1069.8835318157078;2318;2554;1.2072916666666667;0.21067864620404117;16.093636363636364;-601.1000000000001;Petite
565;Amplepuis;1;11;3;565;6747;77256885;552989;270.0835051851318;0;8169;0.0;0.7715863477303774;8.363333333333333;27740.41;Petite
566;Amélie-les-Bains-Palalda;1;11;6;566;7037;156102632;177526;195.35607523250783;0;7349;0.0;0.41533206392028355;-47.606666666666676;885.1099999999999;Petite
567;Quiberon;1;11;2;567;6804;16821343;358277;129.39495795039903;0;6326;0.0;3.9545908408475365;-13.675;1178.02;Petite
568;Blancs-Coteaux;1;11;11;568;6570;203204276;746917;1483.0158038156364;48710;14464;3.8964882809375245;0.314063518174062;-67.2209090909091;5462.95;Petite
569;Montoire-sur-le-Loir;1;11;11;569;6548;179461843;564032;1331.15984229042;6146;26302;0.007962478184991274;0.3602052470985726;124.34363636363636;-8417.9;Petite
570;Marckolsheim;1;11;4;570;6760;62685359;352669;179.68192678874277;49574;7986;6.639078612561939;1.0251204390506214;12.545;25827.03;Petite
571;Bohain-en-Vermandois;1;11;3;571;6639;48878264;123164;75.75876270250242;0;0;;0.9566249272671632;-43.02;205.40999999999997;Petite
572;Plateau d'Hauteville;1;11;6;572;6531;200860558;537713;497.7922204486865;0;13539;0.0;0.22295100303918144;-0.32333333333333353;7519.45;Petite
573;Carignan;1;11;12;573;6341;102745803;434190;631.3603763941799;0;1037;0.0;0.5529454912157067;1196.5541666666666;4143.33;Petite
574;Saint-Calais;1;11;10;574;6290;209166516;925216;1695.045211940253;2158;9738;0.21307266982622433;0.29474800656891864;-17.788999999999998;-7052.929999999999;Petite
575;Pons;1;11;8;575;6448;95624428;727865;1220.7994762380613;0;32025;0.0;0.49962065267265515;9.38;1110.23;Petite
576;Blangy-sur-Bresle;1;11;8;576;6264;67965119;431976;471.45121589876896;0;20172;0.0;0.7641239787070233;-33.0625;-2512.9500000000003;Petite
577;Beuzeville;1;11;5;577;6547;56148236;1075576;1147.768239405651;29451;33148;0.2688116100766703;0.859564636636485;8.524;4081.26;Petite
578;Carnac;1;11;2;578;6471;52331457;583777;183.31890658236824;0;17553;0.0;1.2276807828978171;15.685;7447.5599999999995;Petite
579;Arbois;1;11;16;579;6308;149224893;495671;2185.6779904425966;7443;6658;0.745642155880585;0.36478718582153097;5.459375;14509.49;Petite
580;Les Abrets en Dauphiné;1;11;1;580;6439;27585744;543754;84.44696381425688;7099;21811;0.32547796983173627;2.3341766674844804;8.19;-189187.0;Petite
581;Nonancourt - Saint-Lubin-des-Joncherets;1;11;2;581;6301;21753447;103191;33.825482061086255;0;0;;2.944159519212908;-25.924999999999997;-1282.94;Petite
582;Charolles;1;11;12;582;6289;198758348;713517;2226.50920584277;16739;48675;0.16708941982502312;0.29329084964756175;3.2399999999999998;-10061.98;Petite
583;Lectoure;1;11;13;583;6247;244106900;1418561;3025.8247448234497;4279;27167;0.019465510266193864;0.18304214406113584;-50.589999999999996;-16356.17;Petite
584;Revin;1;11;1;584;5825;38742224;46808;8.035708154506437;0;11435;0.0;1.5035275207742334;-453.15;-21.78;Petite
585;Morestel;1;11;3;585;6214;32487797;308312;206.05721766635872;1482;33741;0.04182187605824585;2.3280562568462604;20.216666666666665;1076.27;Petite
586;Breteuil;1;11;5;586;5950;58840683;209884;162.61036869535764;0;635;0.0;0.8242209228773278;-166.56799999999998;-1079.27;Petite
587;Banyuls-sur-Mer;1;11;2;587;6062;51276628;227107;64.03777860760493;0;1111;0.0;1.338969794271994;-251.1;-13317.75;Petite
588;Saint-Aignan;1;11;5;588;6028;106891609;2279329;1898.0474799390827;8053;15971;0.5174174651351546;0.7261167511573753;-2.4739999999999998;-4445.24;Petite
589;Sarrians;1;11;1;589;6030;37583657;153094;25.38872305140962;0;3961;0.0;1.60442077257144;22.62;321.87;Petite
590;Domfront en Poiraie;1;11;8;590;6002;138440833;682862;968.9634412538451;5508;6023;0.4494125326370757;0.337861863748872;-5.09;-4488.29;Petite
591;Cours;1;11;4;591;5959;62939453;240493;227.00105190819562;1297;4628;0.05591890124264225;0.8389559641460818;-10.6775;-5757.34;Petite
592;Mallemort;1;11;1;592;6184;28617206;429354;69.42981888745149;2496;7576;0.32946145723336856;2.1609377239692793;9.2;825.37;Petite
593;Sainte-Sigolène;1;11;1;593;6023;30642376;430831;71.53096463556368;6004;19063;0.31495567329381524;1.9655786483398023;6.77;1934.13;Petite
594;Salies-de-Béarn;1;11;6;594;5844;93611127;473877;889.4005236602284;69;9648;0.0;0.40088725137827225;-19.391666666666666;-21267.23;Petite
595;Sées;1;11;7;595;5908;125332289;479647;1146.5088451430172;0;28816;0.0;0.31729127620213443;-37.21714285714286;-3909.26;Petite
596;Chazelles-sur-Lyon;1;11;2;596;5881;23054928;289470;117.03950236046002;26048;24842;0.5584187282939588;2.398704118936979;7.52;-10.599999999999994;Petite
597;Phalsbourg;1;11;3;597;5761;21932478;351590;129.59024553422293;13345;9032;0.9575918484500574;2.0750823408053445;-448.8066666666667;3774.66;Petite
598;Fayence;1;11;1;598;5770;27784255;529701;91.80259965337954;10490;32917;0.3186803171613452;2.0767157514210837;5.6;1221.49;Petite
599;Argentat-sur-Dordogne;1;11;12;599;5653;225916614;790224;2232.7784258695788;157;35848;0.005848388899236357;0.2087076113865938;-5.958333333333333;-13447.050000000001;Petite
600;Lapalisse;1;11;9;600;5736;178339908;796094;2063.0689589378007;0;73223;0.0;0.26712524838199136;-2.4955555555555557;1305.62;Petite
601;Nogaro;1;11;18;601;5832;201834359;1380018;4821.628544276507;40436;50371;1.6883064097643745;0.28923544791886024;-6.626666666666667;1185.8700000000006;Petite
602;Villaines-la-Juhel;1;11;8;602;5496;184596911;926526;1662.4325824273665;20072;11941;1.9666862629825592;0.27200714075463955;-7.271249999999999;-7661.7699999999995;Petite
603;Fumay;1;11;4;603;5348;79853872;115112;64.31601515474324;0;302;0.0;0.5074943728071546;-47.1525;-198.57;Petite
604;Forges-les-Eaux;1;11;5;604;5574;55132363;686729;1026.567247335154;9837;51428;0.6518886679920477;0.9764118437777325;10.324000000000002;-4801.38;Petite
605;Belz;1;11;2;605;5837;17769312;588283;182.020877893332;3118;24509;0.1552788844621514;6.701670635630512;19.465;1501.12;Petite
606;Beaumont-de-Lomagne;1;11;11;606;5653;156217270;382374;889.8743753698604;0;8059;0.0;0.24976672016366452;-891.1527272727272;-381.85000000000036;Petite
607;Saint-Fulgent;1;11;2;607;5755;57219402;823041;268.34383614274117;6145;32632;0.19793210075372028;0.990676075469514;18.645;2555.4300000000003;Petite
608;Port-la-Nouvelle;1;11;1;608;5905;37472726;253639;42.9532599491956;0;1281;0.0;1.5758127657966492;45.44;320.36;Petite
609;Miramont-de-Guyenne;1;11;5;609;5341;64369000;438446;674.1708167477343;0;11361;0.0;0.8421302448499052;-6.5120000000000005;-2433.12;Petite
610;Bruyères;1;11;8;610;5362;67023185;177598;316.75658981991137;0;3378;0.0;0.9112303430134674;16.009999999999998;-763.35;Petite
611;Reichshoffen;1;11;1;611;5416;17079586;158284;29.225258493353028;0;3195;0.0;3.171037049727084;-35.8;-7169.56;Petite
612;Laragne-Montéglin;1;11;10;612;5414;175782729;213440;654.1186625314798;6002;8710;0.614203847728203;0.2591227823258633;-8.657;-1636.45;Petite
613;Morcenx-la-Nouvelle;1;11;2;613;5287;165877391;1143300;928.212419614148;3764;26572;0.13337112890652683;0.236317352795866;2.84;11362.15;Petite
614;Solesmes;1;11;2;614;5279;30723658;146725;74.04994286650478;393;4155;0.09458483754512635;1.5963891901244205;-8.45;233.99;Petite
615;Cugand;1;11;2;615;5510;28483302;525593;181.43434444309042;1994;17524;0.14584552369806905;1.958360020898338;26.5;732.24;Petite
616;Vic-Fezensac;1;11;11;616;5338;187169915;599341;1787.818670498179;0;20998;0.0;0.19687217817939914;-1.450909090909091;1849.5900000000006;Petite
617;Modane;1;11;6;617;5181;192512293;437681;357.26082075227936;925;673;16.079492208782828;0.38185565335089605;-40.471666666666664;-1049.3899999999999;Petite
618;Lacaune;1;11;11;618;5253;385812228;587384;787.2953391737962;0;17028;0.0;0.11496737942091077;-6.278181818181818;-717.6699999999996;Petite
619;Venarey-les-Laumes;1;11;10;619;5066;137416501;503745;1336.7684885546782;14275;4476;0.0;0.5705739080653203;-12.395999999999999;23243.2;Petite
620;Salbris;1;11;1;620;4925;106405944;103230;20.960406091370558;0;2044;0.0;0.46285008288634705;-4197.15;-2.08;Petite
621;Gourin;1;11;3;621;5075;131304349;827080;346.75354831033667;2662;10106;0.14936595219391763;0.32460761908559493;-15.770000000000001;-2195.7;Petite
622;Mourmelon-le-Grand;1;11;1;622;5163;23518863;140705;27.252566337400737;2029;4996;0.40612489991993594;2.195259184085557;296.57;-27.79;Petite
623;Bonneval;1;11;1;623;4841;28837272;205786;42.50898574674654;6864;2329;2.9471876341777588;1.678730221083326;-50.39;-651.27;Petite
624;Le Lude;1;11;3;624;4878;98345593;393813;599.9225713249259;6910;4782;0.7929768189120955;0.3726729408770367;-28.03;970.04;Petite
625;La Voulte-sur-Rhône;1;11;1;625;4828;9922340;50926;10.548053024026512;1457;0;;4.865787707335165;-34.69;-65.25;Petite
626;Saint-Loup-sur-Semouse;1;11;10;626;4755;83424926;154538;554.9306772196938;2827;5069;0.6044472952747487;0.40717392495849475;-46.008;-1975.04;Petite
627;Dompierre-sur-Besbre;1;11;3;627;4897;96964459;789456;523.3615188567612;3997;18646;0.34109916367980886;0.4643030146572725;-0.09333333333333342;-2333.7800000000007;Petite
628;Sommières;1;11;1;628;5053;10381065;421077;83.33207995250346;16200;8944;1.8112701252236136;4.86751600148925;16.33;435.75;Petite
629;Étain;1;11;5;629;4759;61047836;92912;136.2378883451082;0;0;;0.5500158459446589;-96.332;-544.81;Petite
630;Cany-Barville;1;11;6;630;4818;41412137;379726;712.1215242046023;0;3350;0.0;0.9208678634542095;12.626666666666665;12571.83;Petite
631;Sillé-le-Guillaume;1;11;5;631;4681;80050375;736909;908.3395158516502;0;7289;0.0;0.7004147369465982;-1.97;-7886.97;Petite
632;L'Île-d'Yeu;1;11;1;632;4870;23866877;750855;154.17967145790556;4736;14023;0.33773087071240104;2.0404848108112343;4.63;2754.46;Petite
633;Salins-les-Bains;1;11;14;633;4726;109695282;465602;2832.9720961635735;12313;13823;0.4947695787390444;0.32116111861053387;16.37357142857143;3279.28;Petite
634;Cerizay;1;11;1;634;4802;18903852;270137;56.255102040816325;0;5364;0.0;2.5402230190968487;-14.52;4672.5;Petite
635;Varennes-sur-Allier;1;11;3;635;4810;52526533;483277;317.4935791481215;0;3048;0.0;0.8081959045023842;-26.083333333333332;-502.49;Petite
636;Gorron;1;11;7;636;4699;109675076;815500;1777.0296400671164;257;10690;0.016102756892230577;0.4434734296388369;-5.515714285714286;-14042.570000000002;Petite
637;Peyrehorade;1;11;3;637;4552;38752362;2059581;3294.7240132215125;42955;86550;0.864155852134918;1.0168944265090765;-1.7299999999999998;14064.740000000002;Petite
638;Saint-Didier-sur-Chalaronne;1;11;2;638;4667;26441721;185618;63.70426968864469;1182;15526;0.07613036197346387;6.851700425113476;140.47;-187.88000000000005;Petite
639;Maubourguet;1;11;13;639;4434;120414716;449937;1823.7457524173494;0;18372;0.0;0.28940903964098985;0.5930769230769231;-12798.93;Petite
640;Saint-Jean-de-Bournay;1;11;1;640;4655;26826340;213989;45.96970998925886;0;2551;0.0;1.7352348475416326;5.07;1705.54;Petite
641;Saint-Amour;1;11;7;641;4563;75955936;273816;472.9114664879119;55;20769;0.0011737089201877935;0.5956292188257074;-2.082857142857143;37535.03;Petite
642;Saint-Père-en-Retz;1;11;1;642;4594;63912059;664786;144.7074444928167;56727;22894;2.477810780117061;0.7188001876140464;18.64;292.48;Petite
643;Isigny-sur-Mer;1;11;5;643;4448;90377889;276954;674.2663287776303;0;34945;0.0;0.33813115280570016;7.534000000000001;-3005.59;Petite
644;Bar-sur-Seine;1;11;7;644;4399;108574987;246318;638.8275538194785;6451;3163;3.349428868120457;0.32602795280417546;-22.325714285714287;-4928.42;Petite
645;Aime-la-Plagne;1;11;1;645;4433;94085955;179945;40.592149785698176;992;4956;0.20016142050040356;0.47116490447484966;71.49;4977.58;Petite
646;Niederbronn-les-Bains;1;11;1;646;4369;31937873;80619;18.45250629434653;0;1657;0.0;1.3679683678371444;17.99;1667.91;Petite
647;Durtal;1;11;2;647;4376;69428663;516053;222.4336903135795;0;3778;0.0;0.8824868772976292;-5.995;-850.5600000000002;Petite
648;Luneray;1;11;8;648;4358;36677711;675188;1363.3952902867306;0;31108;0.0;1.30905005621379;0.6875;-66106.62999999999;Petite
649;Saint-Georges-de-Reneins;1;11;1;649;4403;27333585;231728;52.629570747217805;0;5787;0.0;1.6108388270327512;0.84;1710.34;Petite
650;Steenvoorde;1;11;1;650;4341;30281829;331457;76.35498733010827;0;2185;0.0;1.433532961301644;29.03;332.58;Petite
651;Saint-Laurent-Nouan;1;11;1;651;4299;61210291;225483;52.45010467550593;9727;10945;0.8887163088168113;0.702332880593559;20.19;-10980.5;Petite
652;Culoz-Béon;1;11;3;652;4355;39933811;269813;160.63517529887122;0;1251;0.0;0.9796036277132821;10.356666666666667;-1872.27;Petite
653;Brionne;1;11;1;653;4184;16880125;98510;23.544455066921607;0;3063;0.0;2.4786546308158264;-13.44;-145.3;Petite
654;Mirande;1;11;3;654;4102;82836982;532685;425.8279770009098;9189;12365;0.5331985442782046;0.549275625192414;-7.296666666666667;-7059.74;Petite
655;Mazères;1;11;2;655;4117;64911774;707102;193.23298827795583;0;2188;0.0;0.4966000572509494;13.055;3872.18;Petite
656;Malestroit;1;11;3;656;4039;23201304;295376;284.2099741826253;1255;18543;0.16954877060253987;2.0361748623047276;10.770000000000001;3982.35;Petite
657;Bouxwiller;1;11;1;657;3736;25938287;198790;53.2093147751606;99;20196;0.004901960784313725;1.4403418390736442;-44.69;-53.85;Petite
658;Lessay;1;11;4;658;3939;81552063;734917;741.2315283066004;180;48924;0.005917937927406628;0.41853819830337263;9.6075;-17587.0;Petite
659;Bouchain;1;11;1;659;3937;12464295;104465;26.534163068326137;0;148;0.0;3.1586222887054585;78.41;-12.42;Petite
660;Suippes;1;11;1;660;3881;42391760;67028;17.270806493171865;0;0;;0.915508108179514;-15454.55;-1.24;Petite
661;Tartas;1;11;3;661;3871;48902772;664238;1004.4367514037775;4544;17791;0.25541003878365465;0.6066620248304609;2.6166666666666667;-44892.36;Petite
662;Fessenheim;1;11;3;662;3835;38128745;509894;305.11266340353336;500;7067;0.039563222028802025;0.943332615714182;1.9833333333333334;-3445.7299999999996;Petite
663;Plancoët;1;11;2;663;3899;21392924;250439;139.24196854439012;0;9715;0.0;1.7521388334386931;-11.475;5425.97;Petite
664;Castets;1;11;2;664;4010;172288628;2584074;1330.700373561294;150602;36456;5.055115467239528;0.23029147902218483;1.5299999999999998;2973.73;Petite
665;Tarascon-sur-Ariège;1;11;6;665;3767;28611881;107271;450.8040102032602;0;0;;1.0372684003629087;-23.150000000000006;-602.0500000000001;Petite
666;Moréac;1;11;1;666;3703;60282927;457069;123.43208209559816;9804;35522;0.27599797308710095;0.6142701066920656;7.36;-1852.14;Petite
667;Broons;1;11;2;667;3697;50591657;483528;289.0261229515713;0;7568;0.0;0.6718835018807932;6.11;-5999.38;Petite
668;Tréguier;1;11;2;668;3465;13191692;150984;127.36471871096816;500;1689;0.2336448598130841;7.981970988172678;-111.865;-2329.61;Petite
669;Méaulte;1;11;9;669;3316;72934803;463244;792.6962094068141;0;2158;0.0;0.41269845617310047;-46.6;-4249.14;Petite
670;Chablis;1;11;7;670;3143;105838483;175594;351.47428798135894;0;0;;0.21584676415825205;-20.555714285714284;1373.76;Petite
671;Saint-Étienne-de-Saint-Geoirs;1;11;1;671;3207;18730783;634301;197.78640473963205;128409;21656;5.929488363502032;1.712154798867725;11.09;-3068.81;Petite
672;Saint-Julien-du-Sault;1;11;3;672;3054;46790925;311503;220.56221188098067;0;5949;0.0;0.5684307053193343;-7.550000000000001;-1633.43;Petite
673;Soultz-sous-Forêts;1;11;1;673;3169;15296774;161157;50.85421268538971;12306;1977;6.224582701062215;2.071678642830181;46.96;142.76;Petite
674;Saint-Venant;1;11;1;674;3041;14365115;183791;60.43768497204867;0;4024;0.0;2.1169339751195864;-16.32;1651.56;Petite
675;Le Bar-sur-Loup;1;11;1;675;2927;14468422;151152;51.64058763238811;0;10584;0.0;2.0230264226465056;19.08;-753.14;Petite
676;Le Pouzin;1;11;1;676;2883;11098287;234484;81.33333333333333;64187;2130;30.13474178403756;2.5976981853145444;67.48;490.61;Petite
677;Saint-Geours-de-Maremne;1;11;1;677;2812;43189317;2691313;957.0814366998577;384694;21338;18.028587496485144;0.6510869342990536;10.7;2135.86;Petite
678;Chaulnes;1;11;4;678;2517;19304150;131240;397.58664050376944;0;1325;0.0;0.9378434440998302;-6.772499999999999;-2389.19;Petite
679;Montreuil-sur-Mer;1;11;1;679;1913;2812464;4033;2.1082070047046524;0;0;;6.801864841647751;166.13;-18.42;Petite
680;Flamanville;1;11;1;680;1767;7765748;120820;68.37577815506508;0;1743;0.0;2.2753764350839094;139.76;797.82;Petite
681;Val-d'Isère;1;11;1;681;1589;107305801;64926;40.85966016362492;1087;3500;0.31057142857142855;0.14808146299564923;-6.61;-2521.33;Petite
682;Villers-la-Montagne;1;11;1;682;1538;18225435;143574;93.35110533159948;0;8403;0.0;0.843875605712566;-11.95;327.92;Petite
